user_id,age,location,isbn,book_title,book_author,book_rating,liked
229478,30,"haleiwa, hawaii, usa",0743427149,The Twentieth Wife: A Novel,Indu Sundaresan,8,FALSE
229478,30,"haleiwa, hawaii, usa",1569319782,"Flowers and Bees, Vol. 1",Moyoco Anno,9,TRUE
229478,30,"haleiwa, hawaii, usa",0312135483,"Let's Go: The Budget Guide to Italy, 1996 : Including Tunisia (Let's Go)",Harvard Student Agencies,10,TRUE
229478,30,"haleiwa, hawaii, usa",1591823145,"Battle Royale, Book 1",Koushun Takami,10,TRUE
231264,38,"san antonio, texas, usa",0505525526,Single White Vampire,Lynsay Sands,7,FALSE
231264,38,"san antonio, texas, usa",0553574094,With This Ring,Amanda Quick,7,FALSE
231264,38,"san antonio, texas, usa",0380814811,Home for the Holidays,Johanna Lindsey,8,FALSE
231264,38,"san antonio, texas, usa",0880387548,Kendermore (Dragonlance Saga Novel: Preludes),Mary Kirchoff,9,TRUE
231264,38,"san antonio, texas, usa",0689859368,"The Field Guide (The Spiderwick Chronicles, Book 1)",Tony DiTerlizzi,9,TRUE
231264,38,"san antonio, texas, usa",0446530077,Find Me,Rosie O'Donnell,9,TRUE
236172,34,"chesapeake, virginia, usa",0890438439,How to Clean Practically Anything,Edward Kipel,5,FALSE
236172,34,"chesapeake, virginia, usa",0440940605,I Am the Cheese (Laurel-Leaf Library),ROBERT CORMIER,6,FALSE
236172,34,"chesapeake, virginia, usa",1580631991,The 90/10 Weight Loss Plan,Joy Bauer,7,FALSE
236172,34,"chesapeake, virginia, usa",0385489056,Meg: A Novel of Deep Terror,Steve Alten,8,TRUE
236172,34,"chesapeake, virginia, usa",060980619X,God Save the Sweet Potato Queens,JILL CONNER BROWNE,10,TRUE
236172,34,"chesapeake, virginia, usa",0440225701,The Street Lawyer,JOHN GRISHAM,10,TRUE
238630,21,"san francisco, california, usa",0140212965,Maya,Michael D Coe,2,FALSE
238630,21,"san francisco, california, usa",0970815255,Screaming at a Wall,Greg Everett,2,FALSE
238630,21,"san francisco, california, usa",1928568033,I Was A Teenage Dominatrix,Shawna Kenney,7,FALSE
238630,21,"san francisco, california, usa",0064471764,Baby Be-Bop (Weetzie Bat),Francesca Lia Block,8,TRUE
238630,21,"san francisco, california, usa",0872860175,Howl and Other Poems (Pocket Poets),Allen Ginsberg,9,TRUE
238630,21,"san francisco, california, usa",1580050719,The Big Rumpus: A Mother's Tale from the Trenches,Ayun Halliday,10,TRUE
238864,32,"powys, wales, united kingdom",009182284X,Othello: Shakespeare Made Easy (Shakespeare Made Easy),William Shakespeare,5,FALSE
238864,32,"powys, wales, united kingdom",0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,8,FALSE
238864,32,"powys, wales, united kingdom",0749309423,The Silence of the Lambs,Thomas Harris,8,FALSE
238864,32,"powys, wales, united kingdom",0874411033,As a Driven Leaf,Milton Steinberg,10,TRUE
238864,32,"powys, wales, united kingdom",0140238212,Pride and Prejudice,Jane Austen,10,TRUE
238864,32,"powys, wales, united kingdom",0140276300,Before I Say Goodbye,Ruth Picardie,10,TRUE
240700,15,"waldorf, maryland, usa",0763615676,Burger Wuss,M. T. Anderson,6,FALSE
240700,15,"waldorf, maryland, usa",0440405483,Many Waters,Madeleine L'Engle,7,FALSE
240700,15,"waldorf, maryland, usa",0064472264,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,8,FALSE
240700,15,"waldorf, maryland, usa",0152162577,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,9,TRUE
240700,15,"waldorf, maryland, usa",0152162445,High Wizardry: The Third Book in the Young Wizards Series,Diane Duane,9,TRUE
240700,15,"waldorf, maryland, usa",0375825444,Flipped,Wendelin Van Draanen,9,TRUE
253403,29,"sydney, new south wales, australia",1841882348,What Not to Wear,Susannah Constantine,6,FALSE
253403,29,"sydney, new south wales, australia",0449905667,Raj: A Novel,Gita Mehta,8,FALSE
253403,29,"sydney, new south wales, australia",0330294911,Man Who Mistook His Wife for a Hat,Oliver Sacks,8,FALSE
253403,29,"sydney, new south wales, australia",0684835509,The CASE FOR MARS,Robert Zubrin,10,TRUE
253403,29,"sydney, new south wales, australia",0130926418,Modern Operating Systems,Andrew S. Tanenbaum,10,TRUE
253403,29,"sydney, new south wales, australia",0471117099,"Applied Cryptography: Protocols, Algorithms, and Source Code in C, Second Edition",Bruce  Schneier,10,TRUE
254995,39,"san diego, california, usa",0743225961,The Biker Code: Wisdom for the Ride,Stuart Miller,6,FALSE
254995,39,"san diego, california, usa",0553294385,"I, Robot",ISAAC ASIMOV,6,FALSE
254995,39,"san diego, california, usa",1880418568,"Wolves of the Calla (The Dark Tower, Book 5)",Stephen King,7,FALSE
254995,39,"san diego, california, usa",0385493622,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,8,TRUE
254995,39,"san diego, california, usa",0156027321,Life of Pi,Yann Martel,8,TRUE
254995,39,"san diego, california, usa",0060958324,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,Robert M. Pirsig,8,TRUE
258011,29,"sydney, new south wales, australia",0826468500,Dignity of Difference: How to Avoid the Clash of Civilizations,Jonathan Sacks,5,FALSE
258011,29,"sydney, new south wales, australia",0618446702,"Reefer Madness : Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,8,FALSE
258011,29,"sydney, new south wales, australia",0517702819,The Zenith of Desire: Contemporary Lesbian Poems About Sex,Gerry Gomez Pearlberg,8,FALSE
258011,29,"sydney, new south wales, australia",1859846793,"The Clash of Fundamentalisms: Crusades, Jihads and Modernity",Tariq Ali,9,TRUE
258011,29,"sydney, new south wales, australia",0060997036,Laughable Loves,Milan Kundera,9,TRUE
258011,29,"sydney, new south wales, australia",0375703861,White Teeth: A Novel,Zadie Smith,10,TRUE
259259,30,"woodruff, south carolina, usa",0553580094,The Murder Channel,John Philpin,8,FALSE
259259,30,"woodruff, south carolina, usa",0679441018,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,9,FALSE
259259,30,"woodruff, south carolina, usa",038550120X,A Painted House,JOHN GRISHAM,9,FALSE
259259,30,"woodruff, south carolina, usa",0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,10,TRUE
259259,30,"woodruff, south carolina, usa",0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,10,TRUE
259259,30,"woodruff, south carolina, usa",0345337662,Interview with the Vampire,Anne Rice,10,TRUE
259264,45,"molalla, ,",0060391677,Miss America,Howard Stern,6,FALSE
259264,45,"molalla, ,",0312925557,Blanche Knott's Truly Tasteless Jokes IV (Truly Tasteless Jokes),Blanche Knott,7,FALSE
259264,45,"molalla, ,",0740700316,You Know You'Ve Reached Middle Age If...,Joey Green,7,FALSE
259264,45,"molalla, ,",0451126505,Cujo,Stephen King,8,TRUE
259264,45,"molalla, ,",044651652X,The Bridges of Madison County,Robert James Waller,9,TRUE
259264,45,"molalla, ,",0345396065,Sleepers,Lorenzo Carcaterra,10,TRUE
267354,40,"oakdale, minnesota, usa",0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2,FALSE
267354,40,"oakdale, minnesota, usa",0671795538,Perfect,Judith McNaught,8,FALSE
267354,40,"oakdale, minnesota, usa",0385507607,The Probable Future,ALICE HOFFMAN,8,FALSE
267354,40,"oakdale, minnesota, usa",0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,9,TRUE
267354,40,"oakdale, minnesota, usa",0449006379,Lord of Fire,Gaelen Foley,9,TRUE
267354,40,"oakdale, minnesota, usa",0425181111,Strangers,Dean R. Koontz,9,TRUE
267621,68,"fort lauderdale, florida, usa",0671867865,Through Time Into Healing,Brian L. Weiss,5,FALSE
267621,68,"fort lauderdale, florida, usa",1573226106,Kitchen Table Wisdom: Stories That Heal,Rachel Naomi Remen,5,FALSE
267621,68,"fort lauderdale, florida, usa",0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,7,FALSE
267621,68,"fort lauderdale, florida, usa",0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,8,TRUE
267621,68,"fort lauderdale, florida, usa",0446611867,A Bend in the Road,Nicholas Sparks,8,TRUE
267621,68,"fort lauderdale, florida, usa",082451498X,Listening to Your Inner Guide,Jon Mundy,8,TRUE
268639,21,"iolai, missouri, usa",0515130613,Doubleshot,Raymond Benson,5,FALSE
268639,21,"iolai, missouri, usa",0373123337,Nathan's Child   (Modern Day Knights),Anne Mcallister,7,FALSE
268639,21,"iolai, missouri, usa",0373196660,Pregnant By The Boss!,Carol Grace,7,FALSE
268639,21,"iolai, missouri, usa",0425173755,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),Agatha Christie,9,TRUE
268639,21,"iolai, missouri, usa",0375411089,Skinny Dip,Carl Hiaasen,9,TRUE
268639,21,"iolai, missouri, usa",0671042858,The Girl Who Loved Tom Gordon,Stephen King,10,TRUE
272002,31,"mountain view, california, usa",1887299106,Alternative Medicine Guide to Heart Disease,Burton Goldberg,5,FALSE
272002,31,"mountain view, california, usa",1567313051,Why You Say It,Webb Garrison,5,FALSE
272002,31,"mountain view, california, usa",0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,5,FALSE
272002,31,"mountain view, california, usa",0375803017,The Halloween Tree,Ray Bradbury,6,TRUE
272002,31,"mountain view, california, usa",0962500631,The Undutchables: A Observation of the Netherlands : Its Culture and Its Inhabitants,Colin White,7,TRUE
272002,31,"mountain view, california, usa",0312862873,Door Number Three,Patrick O'Leary,7,TRUE
275210,29,"copenhagen, n/a, denmark",0064406148,"Darkness Falls (X Files, No 2)",Les Martin,5,FALSE
275210,29,"copenhagen, n/a, denmark",0671000314,FLOOD TIDE,Clive Cussler,8,FALSE
275210,29,"copenhagen, n/a, denmark",0425189414,Midnight Runner,Jack Higgins,8,FALSE
275210,29,"copenhagen, n/a, denmark",0446675059,The Honk and Holler Opening Soon,Billie Letts,9,TRUE
275210,29,"copenhagen, n/a, denmark",0684196395,ONE FOR THE MONEY : A Stephanie Plum Novel,Janet Evanovich,9,TRUE
275210,29,"copenhagen, n/a, denmark",0425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,9,TRUE
278221,32,"oshawa, ontario, canada",1556611188,The Calling of Emily Evans (Women of the West (Paperback Bethany House)),Janette Oke,9,FALSE
278221,32,"oshawa, ontario, canada",0553582755,One Door Away from Heaven,Dean R. Koontz,9,FALSE
278221,32,"oshawa, ontario, canada",155661246X,They Called Her Mrs. Doc (Women of the West),Janette Oke,9,FALSE
278221,32,"oshawa, ontario, canada",0316779032,The Discipline Book: How to Have a Better-Behaved Child From Birth to Age Ten,Martha,10,TRUE
278221,32,"oshawa, ontario, canada",0316031054,Little Women : From the Original Publisher,Louisa May Alcott,10,TRUE
278221,32,"oshawa, ontario, canada",1556612257,A Woman Named Damaris (Women of the West),Janette Oke,10,TRUE
