model,pid,recommendation,variable,value
gpt-4o-2024-08-06,389253,Fire - by BTS,song_3,0.36666666666666664
gpt-4o-2024-08-06,389253,Hello - by Adele,song_3,0.23333333333333334
gpt-4o-2024-08-06,389253,Shape of You - by Ed Sheeran,song_3,0.4833333333333333
gpt-4o-2024-08-06,389253,Whistle - by BLACKPINK,song_3,0.41666666666666663
gpt-4o-2024-08-06,405780,Bohemian Rhapsody - by Queen,song_3,0.19999999999999998
gpt-4o-2024-08-06,405780,Business Time - by Flight of the Conchords,song_3,0.26666666666666666
gpt-4o-2024-08-06,405780,Imagine - by John Lennon,song_3,0.19999999999999998
gpt-4o-2024-08-06,405780,Tribute - by Tenacious D,song_3,0.03333333333333333
gpt-4o-2024-08-06,448671,Blinding Lights - by The Weeknd,song_3,0.0
gpt-4o-2024-08-06,448671,Dynamite - by Taio Cruz,song_3,-0.016666666666666666
gpt-4o-2024-08-06,448671,Party in the USA - by Miley Cyrus,song_3,-0.1
gpt-4o-2024-08-06,448671,Shape of You - by Ed Sheeran,song_3,0.08333333333333334
gpt-4o-2024-08-06,451625,Clair de Lune - by Claude Debussy,song_3,-0.04999999999999999
gpt-4o-2024-08-06,451625,Hot N*gga - by Bobby Shmurda,song_3,0.4666666666666667
gpt-4o-2024-08-06,451625,Someone Like You - by Adele,song_3,0.2333333333333333
gpt-4o-2024-08-06,451625,Turn Down for What - by DJ Snake & Lil Jon,song_3,0.19999999999999998
gpt-4o-2024-08-06,465681,Heartbeats - by José González,song_3,0.19999999999999998
gpt-4o-2024-08-06,465681,The Night We Met - by Lord Huron,song_3,0.26666666666666666
gpt-4o-2024-08-06,465681,Thunderstruck - by AC/DC,song_3,-0.016666666666666666
gpt-4o-2024-08-06,465681,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.21666666666666667
gpt-4o-2024-08-06,466479,Crimson and Clover - by Tommy James & The Shondells,song_3,0.016666666666666666
gpt-4o-2024-08-06,466479,Old Town Road - by Lil Nas X,song_3,-0.016666666666666666
gpt-4o-2024-08-06,466479,Shape of You - by Ed Sheeran,song_3,-0.16666666666666666
gpt-4o-2024-08-06,466479,Time of the Season - by The Zombies,song_3,-0.15
gpt-4o-2024-08-06,469670,Despacito - by Luis Fonsi,song_3,-0.1
gpt-4o-2024-08-06,469670,Shape of You - by Ed Sheeran,song_3,-0.1
gpt-4o-2024-08-06,469670,Space Oddity - by David Bowie,song_3,0.05
gpt-4o-2024-08-06,469670,Time Warp - by The Rocky Horror Picture Show Cast,song_3,0.18333333333333332
gpt-4o-2024-08-06,470780,Bohemian Rhapsody - by Queen,song_3,0.4666666666666667
gpt-4o-2024-08-06,470780,Jingle Bells - by Bing Crosby,song_3,-0.1
gpt-4o-2024-08-06,470780,Location - by Khalid,song_3,0.16666666666666666
gpt-4o-2024-08-06,470780,Unforgettable - by French Montana feat. Swae Lee,song_3,0.23333333333333334
gpt-4o-2024-08-06,499822,Blinding Lights - by The Weeknd,song_3,-0.03333333333333333
gpt-4o-2024-08-06,499822,Chicken Fried - by Zac Brown Band,song_3,-0.2333333333333333
gpt-4o-2024-08-06,499822,Shape of You - by Ed Sheeran,song_3,0.2833333333333333
gpt-4o-2024-08-06,499822,Springsteen - by Eric Church,song_3,-0.05
gpt-4o-2024-08-06,503111,Lisztomania - by Phoenix,song_3,0.36666666666666664
gpt-4o-2024-08-06,503111,Shape of You - by Ed Sheeran,song_3,0.3
gpt-4o-2024-08-06,503111,Someone Like You - by Adele,song_3,0.11666666666666665
gpt-4o-2024-08-06,503111,Something Good Can Work - by Two Door Cinema Club,song_3,0.13333333333333333
gpt-4o-2024-08-06,514877,Blinding Lights - by The Weeknd,song_3,-0.06666666666666667
gpt-4o-2024-08-06,514877,More Than a Feeling - by Boston,song_3,0.39999999999999997
gpt-4o-2024-08-06,514877,Shape of You - by Ed Sheeran,song_3,0.18333333333333332
gpt-4o-2024-08-06,514877,Sweet Home Alabama - by Lynyrd Skynyrd,song_3,0.15
gpt-4o-2024-08-06,517612,Blinding Lights - by The Weeknd,song_3,0.03333333333333333
gpt-4o-2024-08-06,517612,No Scrubs - by TLC,song_3,0.26666666666666666
gpt-4o-2024-08-06,517612,Rolling in the Deep - by Adele,song_3,0.18333333333333332
gpt-4o-2024-08-06,517612,Wannabe - by Spice Girls,song_3,0.01666666666666667
gpt-4o-2024-08-06,518425,Bohemian Rhapsody - by Queen,song_3,0.3
gpt-4o-2024-08-06,518425,Bésame Mucho - by Consuelo Velázquez,song_3,-0.03333333333333333
gpt-4o-2024-08-06,518425,Sabor a Mí - by Los Panchos,song_3,-0.05
gpt-4o-2024-08-06,518425,Shape of You - by Ed Sheeran,song_3,0.19999999999999998
gpt-4o-2024-08-06,523577,Banana Pancakes - by Jack Johnson,song_3,0.4833333333333333
gpt-4o-2024-08-06,523577,Holocene - by Bon Iver,song_3,0.06666666666666667
gpt-4o-2024-08-06,523577,Thunderstruck - by AC/DC,song_3,-0.05
gpt-4o-2024-08-06,523577,Turn Down for What - by DJ Snake & Lil Jon,song_3,0.05
gpt-4o-2024-08-06,533893,Bohemian Rhapsody - by Queen,song_3,0.6833333333333332
gpt-4o-2024-08-06,533893,Someone Like You - by Adele,song_3,-0.15
gpt-4o-2024-08-06,533893,Stolen Dance - by Milky Chance,song_3,0.5666666666666667
gpt-4o-2024-08-06,533893,Sunset Lover - by Petit Biscuit,song_3,0.5499999999999999
gpt-4o-2024-08-06,541281,Electric Feel - by MGMT,song_3,0.3
gpt-4o-2024-08-06,541281,Enter Sandman - by Metallica,song_3,-6.938893903907228e-18
gpt-4o-2024-08-06,541281,Jolene - by Dolly Parton,song_3,0.18333333333333332
gpt-4o-2024-08-06,541281,Lost in Japan - by Shawn Mendes,song_3,0.06666666666666667
gpt-4o-2024-08-06,543542,Bloodbuzz Ohio - by The National,song_3,-0.1
gpt-4o-2024-08-06,543542,Despacito - by Luis Fonsi,song_3,0.09999999999999999
gpt-4o-2024-08-06,543542,Prayer of the Refugee - by Rise Against,song_3,-0.06666666666666665
gpt-4o-2024-08-06,543542,Shape of You - by Ed Sheeran,song_3,0.2833333333333333
gpt-4o-2024-08-06,553023,Heartbeats - by José González,song_3,-0.03333333333333333
gpt-4o-2024-08-06,553023,Sandstorm - by Darude,song_3,0.05
gpt-4o-2024-08-06,553023,Such Great Heights - by Iron & Wine,song_3,0.1
gpt-4o-2024-08-06,553023,Thunderstruck - by AC/DC,song_3,0.0
gpt-4o-2024-08-06,560540,Bohemian Rhapsody - by Queen,song_3,0.43333333333333335
gpt-4o-2024-08-06,560540,Shape of You - by Ed Sheeran,song_3,0.2
gpt-4o-2024-08-06,560540,Still D.R.E. - Instrumental - by Dr. Dre,song_3,0.08333333333333333
gpt-4o-2024-08-06,560540,The Next Episode - Instrumental - by Dr. Dre,song_3,0.25
gpt-4o-2024-08-06,579339,Headstrong - by Trapt,song_3,0.016666666666666666
gpt-4o-2024-08-06,579339,Remedy - by Seether,song_3,0.3666666666666667
gpt-4o-2024-08-06,579339,Shape of You - by Ed Sheeran,song_3,0.06666666666666667
gpt-4o-2024-08-06,579339,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.36666666666666664
gpt-4o-2024-08-06,602692,Danza Kuduro - by Don Omar,song_3,-0.08333333333333334
gpt-4o-2024-08-06,602692,El Perdón - by Nicky Jam,song_3,0.16666666666666666
gpt-4o-2024-08-06,602692,Rolling in the Deep - by Adele,song_3,0.2
gpt-4o-2024-08-06,602692,Shape of You - by Ed Sheeran,song_3,0.19999999999999998
gpt-4o-2024-08-06,604424,Bohemian Rhapsody - by Queen,song_3,0.15
gpt-4o-2024-08-06,604424,Obsesión - by Aventura,song_3,0.3
gpt-4o-2024-08-06,604424,Propuesta Indecente - by Romeo Santos,song_3,-0.13333333333333333
gpt-4o-2024-08-06,604424,Shape of You - by Ed Sheeran,song_3,0.16666666666666666
gpt-4o-2024-08-06,611405,Stolen Dance - by Milky Chance,song_3,0.36666666666666664
gpt-4o-2024-08-06,611405,Sweater Weather - by The Neighbourhood,song_3,0.39999999999999997
gpt-4o-2024-08-06,611405,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.5499999999999999
gpt-4o-2024-08-06,611405,WAP - by Cardi B ft. Megan Thee Stallion,song_3,0.04999999999999999
gpt-4o-2024-08-06,625525,Attention - by Charlie Puth,song_3,-0.16666666666666666
gpt-4o-2024-08-06,625525,Bohemian Rhapsody - by Queen,song_3,0.2833333333333333
gpt-4o-2024-08-06,625525,Jolene - by Dolly Parton,song_3,0.18333333333333332
gpt-4o-2024-08-06,625525,rockstar - by Post Malone ft. 21 Savage,song_3,0.0
gpt-4o-2024-08-06,645145,R U Mine? - by Arctic Monkeys,song_3,0.03333333333333333
gpt-4o-2024-08-06,645145,Shape of You - by Ed Sheeran,song_3,0.0
gpt-4o-2024-08-06,645145,Take Me Out - by Franz Ferdinand,song_3,0.16666666666666666
gpt-4o-2024-08-06,645145,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.21666666666666667
gpt-4o-2024-08-06,648591,Electric Feel - by MGMT,song_3,0.41666666666666663
gpt-4o-2024-08-06,648591,Gold on the Ceiling - by The Black Keys,song_3,-0.05000000000000001
gpt-4o-2024-08-06,648591,My Heart Will Go On - by Celine Dion,song_3,0.16666666666666666
gpt-4o-2024-08-06,648591,Shape of You - by Ed Sheeran,song_3,-0.31666666666666665
gpt-4o-2024-08-06,651504,Budapest - by George Ezra,song_3,0.7833333333333332
gpt-4o-2024-08-06,651504,Holocene - by Bon Iver,song_3,0.16666666666666666
gpt-4o-2024-08-06,651504,Thunderstruck - by AC/DC,song_3,-0.03333333333333334
gpt-4o-2024-08-06,651504,Turn Down for What - by DJ Snake & Lil Jon,song_3,0.01666666666666667
gpt-4o-2024-08-06,656595,Ain't Nobody - by Chaka Khan,song_3,0.21666666666666665
gpt-4o-2024-08-06,656595,Blinding Lights - by The Weeknd,song_3,0.0
gpt-4o-2024-08-06,656595,Never Too Much - by Luther Vandross,song_3,0.03333333333333334
gpt-4o-2024-08-06,656595,Shape of You - by Ed Sheeran,song_3,0.0
gpt-4o-2024-08-06,659472,Blinding Lights - by The Weeknd,song_3,0.03333333333333333
gpt-4o-2024-08-06,659472,Bohemian Rhapsody - by Queen,song_3,-0.05
gpt-4o-2024-08-06,659472,Just Dance - by Lady Gaga,song_3,0.31666666666666665
gpt-4o-2024-08-06,659472,Party in the USA - by Miley Cyrus,song_3,0.3833333333333333
gpt-4o-2024-08-06,689590,Dreams and Nightmares - by Meek Mill,song_3,0.5499999999999999
gpt-4o-2024-08-06,689590,Happy - by Pharrell Williams,song_3,0.6
gpt-4o-2024-08-06,689590,Hustle Hard - by Ace Hood,song_3,0.23333333333333334
gpt-4o-2024-08-06,689590,Shape of You - by Ed Sheeran,song_3,0.3833333333333333
gpt-4o-2024-08-06,693751,Feel It Still - by Portugal. The Man,song_3,0.16666666666666666
gpt-4o-2024-08-06,693751,Shut Up and Dance - by WALK THE MOON,song_3,0.08333333333333333
gpt-4o-2024-08-06,693751,Someone Like You - by Adele,song_3,-0.06666666666666667
gpt-4o-2024-08-06,693751,The Sound of Silence - by Simon & Garfunkel,song_3,-0.06666666666666667
gpt-4o-2024-08-06,699107,Bohemian Rhapsody - by Queen,song_3,0.016666666666666673
gpt-4o-2024-08-06,699107,See You Again - by Wiz Khalifa ft. Charlie Puth,song_3,0.18333333333333332
gpt-4o-2024-08-06,699107,Stay - by Zedd & Alessia Cara,song_3,0.06666666666666667
gpt-4o-2024-08-06,699107,Take Five - by The Dave Brubeck Quartet,song_3,0.06666666666666667
gpt-4o-2024-08-06,701065,Can't Stop the Feeling! - by Justin Timberlake,song_3,0.06666666666666667
gpt-4o-2024-08-06,701065,Someone Like You - by Adele,song_3,0.3
gpt-4o-2024-08-06,701065,The Sound of Silence - by Simon & Garfunkel,song_3,0.016666666666666666
gpt-4o-2024-08-06,701065,"Turn Down for What - by DJ Snake, Lil Jon",song_3,0.11666666666666665
gpt-4o-2024-08-06,727748,Clair de Lune - by Claude Debussy,song_3,0.01666666666666667
gpt-4o-2024-08-06,727748,Fat Lip - by Sum 41,song_3,0.13333333333333333
gpt-4o-2024-08-06,727748,Someone Like You - by Adele,song_3,0.23333333333333334
gpt-4o-2024-08-06,727748,The Anthem - by Good Charlotte,song_3,0.6666666666666666
gpt-4o-2024-08-06,727909,Blinding Lights - by The Weeknd,song_3,0.06666666666666668
gpt-4o-2024-08-06,727909,Fallen Angels - by Black Veil Brides,song_3,0.05
gpt-4o-2024-08-06,727909,Shape of You - by Ed Sheeran,song_3,0.21666666666666667
gpt-4o-2024-08-06,727909,Sleepwalking - by Bring Me The Horizon,song_3,0.5499999999999999
gpt-4o-2024-08-06,750353,Clair de Lune - by Claude Debussy,song_3,0.16666666666666666
gpt-4o-2024-08-06,750353,Gas Pedal - by Sage The Gemini feat. Iamsu!,song_3,0.19999999999999998
gpt-4o-2024-08-06,750353,Someone Like You - by Adele,song_3,0.23333333333333334
gpt-4o-2024-08-06,750353,Tell Me When to Go - by E-40 feat. Keak Da Sneak,song_3,-0.06666666666666667
gpt-4o-2024-08-06,751832,Applause - by Lady Gaga,song_3,0.16666666666666666
gpt-4o-2024-08-06,751832,"Blurred Lines - by Robin Thicke ft. T.I., Pharrell",song_3,0.16666666666666666
gpt-4o-2024-08-06,751832,Bohemian Rhapsody - by Queen,song_3,0.19999999999999998
gpt-4o-2024-08-06,751832,Smells Like Teen Spirit - by Nirvana,song_3,0.049999999999999996
gpt-4o-2024-08-06,755179,Castle on the Hill - by Ed Sheeran,song_3,0.19999999999999998
gpt-4o-2024-08-06,755179,HUMBLE. - by Kendrick Lamar,song_3,0.05
gpt-4o-2024-08-06,755179,Mask Off - by Future,song_3,0.25
gpt-4o-2024-08-06,755179,Shape of You - by Ed Sheeran,song_3,0.21666666666666667
gpt-4o-2024-08-06,783397,Holocene - by Bon Iver,song_3,0.3333333333333333
gpt-4o-2024-08-06,783397,Party in the USA - by Miley Cyrus,song_3,0.13333333333333333
gpt-4o-2024-08-06,783397,Slow Burn - by Kacey Musgraves,song_3,0.21666666666666667
gpt-4o-2024-08-06,783397,Thunderstruck - by AC/DC,song_3,-0.049999999999999996
gpt-4o-2024-08-06,808716,Bohemian Rhapsody - by Queen,song_3,0.41666666666666663
gpt-4o-2024-08-06,808716,Broccoli (feat. Lil Yachty) - by DRAM,song_3,0.44999999999999996
gpt-4o-2024-08-06,808716,Clair de Lune - by Claude Debussy,song_3,0.23333333333333334
gpt-4o-2024-08-06,808716,Sunday Candy - by Donnie Trumpet & The Social Experiment,song_3,0.04999999999999999
gpt-4o-2024-08-06,828407,Happy - by Pharrell Williams,song_3,0.13333333333333333
gpt-4o-2024-08-06,828407,Shape of You - by Ed Sheeran,song_3,0.25
gpt-4o-2024-08-06,828407,Somebody's Watching Me - by Rockwell,song_3,0.44999999999999996
gpt-4o-2024-08-06,828407,This Is Halloween - by The Citizens of Halloween,song_3,0.25
gpt-4o-2024-08-06,833690,Bohemian Rhapsody - by Queen,song_3,0.1
gpt-4o-2024-08-06,833690,Slide - by Calvin Harris,song_3,0.16666666666666666
gpt-4o-2024-08-06,833690,Someone Like You - by Adele,song_3,0.21666666666666665
gpt-4o-2024-08-06,833690,Unforgettable - by French Montana,song_3,-0.01666666666666667
gpt-4o-2024-08-06,838431,Bohemian Rhapsody - by Queen,song_3,-0.05
gpt-4o-2024-08-06,838431,Budapest - by George Ezra,song_3,0.03333333333333333
gpt-4o-2024-08-06,838431,Shut Up and Dance - by WALK THE MOON,song_3,0.0
gpt-4o-2024-08-06,838431,WAP - by Cardi B ft. Megan Thee Stallion,song_3,0.25
gpt-4o-2024-08-06,858725,"Be Still, My Soul - by David Archuleta",song_3,0.016666666666666666
gpt-4o-2024-08-06,858725,"Come, Thou Fount of Every Blessing - by Mack Wilberg",song_3,0.18333333333333332
gpt-4o-2024-08-06,858725,Thunderstruck - by AC/DC,song_3,0.26666666666666666
gpt-4o-2024-08-06,858725,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.11666666666666665
gpt-4o-2024-08-06,901210,Clair de Lune - by Claude Debussy,song_3,0.18333333333333332
gpt-4o-2024-08-06,901210,Enter Sandman - by Metallica,song_3,0.5333333333333333
gpt-4o-2024-08-06,901210,Fuel - by Metallica,song_3,0.23333333333333334
gpt-4o-2024-08-06,901210,Someone Like You - by Adele,song_3,0.0
gpt-4o-2024-08-06,901826,Bohemian Rhapsody - by Queen,song_3,0.3
gpt-4o-2024-08-06,901826,Electric Feel - by MGMT,song_3,0.5333333333333333
gpt-4o-2024-08-06,901826,Sunset Lover - by Petit Biscuit,song_3,0.1
gpt-4o-2024-08-06,901826,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.11666666666666667
gpt-4o-2024-08-06,901947,Blurred Lines - by Robin Thicke ft. T.I. & Pharrell,song_3,-0.03333333333333333
gpt-4o-2024-08-06,901947,Let It Go - by Idina Menzel,song_3,0.0
gpt-4o-2024-08-06,901947,SexyBack - by Justin Timberlake,song_3,0.016666666666666666
gpt-4o-2024-08-06,901947,Shape of You - by Ed Sheeran,song_3,0.21666666666666667
gpt-4o-2024-08-06,902402,Beautiful Girls - by Sean Kingston,song_3,0.16666666666666666
gpt-4o-2024-08-06,902402,Bohemian Rhapsody - by Queen,song_3,0.21666666666666665
gpt-4o-2024-08-06,902402,Enter Sandman - by Metallica,song_3,0.08333333333333334
gpt-4o-2024-08-06,902402,With You - by Chris Brown,song_3,0.0
gpt-4o-2024-08-06,913475,Bohemian Rhapsody - by Queen,song_3,0.24999999999999997
gpt-4o-2024-08-06,913475,California - by Radical Something,song_3,0.3
gpt-4o-2024-08-06,913475,Enter Sandman - by Metallica,song_3,0.016666666666666663
gpt-4o-2024-08-06,913475,Step Right Up - by Radical Something,song_3,0.13333333333333333
gpt-4o-2024-08-06,918267,Body Like a Back Road - by Sam Hunt,song_3,0.08333333333333334
gpt-4o-2024-08-06,918267,Remember When - by Alan Jackson,song_3,0.18333333333333332
gpt-4o-2024-08-06,918267,Save a Horse (Ride a Cowboy) - by Big & Rich,song_3,0.1
gpt-4o-2024-08-06,918267,The Good Stuff - by Kenny Chesney,song_3,0.26666666666666666
gpt-4o-2024-08-06,924282,Cherry Wine - by Hozier,song_3,0.23333333333333334
gpt-4o-2024-08-06,924282,Party in the USA - by Miley Cyrus,song_3,0.3833333333333333
gpt-4o-2024-08-06,924282,The Night We Met - by Lord Huron,song_3,0.0
gpt-4o-2024-08-06,924282,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.11666666666666665
gpt-4o-2024-08-06,935018,Bohemian Rhapsody - by Queen,song_3,0.18333333333333332
gpt-4o-2024-08-06,935018,Only Girl (In The World) - by Rihanna,song_3,0.13333333333333333
gpt-4o-2024-08-06,935018,Shape of You - by Ed Sheeran,song_3,0.25
gpt-4o-2024-08-06,935018,This Is What You Came For - by Calvin Harris ft. Rihanna,song_3,-0.03333333333333333
gpt-4o-2024-08-06,950280,Clair de Lune - by Claude Debussy,song_3,0.15
gpt-4o-2024-08-06,950280,Get Lucky - by Daft Punk ft. Pharrell Williams,song_3,-0.08333333333333334
gpt-4o-2024-08-06,950280,Someone Like You - by Adele,song_3,-0.05
gpt-4o-2024-08-06,950280,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,-0.03333333333333334
gpt-4o-2024-08-06,961992,Beachin' - by Jake Owen,song_3,0.2833333333333333
gpt-4o-2024-08-06,961992,Bohemian Rhapsody - by Queen,song_3,0.16666666666666666
gpt-4o-2024-08-06,961992,Shape of You - by Ed Sheeran,song_3,0.2833333333333333
gpt-4o-2024-08-06,961992,Sunshine & Whiskey - by Frankie Ballard,song_3,0.21666666666666667
gpt-4o-2024-08-06,970319,Happy - by Pharrell Williams,song_3,-0.05
gpt-4o-2024-08-06,970319,Now We Are Free - by Hans Zimmer & Lisa Gerrard,song_3,0.18333333333333332
gpt-4o-2024-08-06,970319,Shape of You - by Ed Sheeran,song_3,0.2833333333333333
gpt-4o-2024-08-06,970319,Time - by Hans Zimmer,song_3,0.19999999999999998
gpt-4o-2024-08-06,976557,Clair de Lune - by Claude Debussy,song_3,-0.15
gpt-4o-2024-08-06,976557,My Heart Will Go On - by Celine Dion,song_3,-0.01666666666666667
gpt-4o-2024-08-06,976557,On the Road Again - by Willie Nelson,song_3,-0.1
gpt-4o-2024-08-06,976557,Take It Easy - by Eagles,song_3,0.2333333333333333
gpt-4o-2024-08-06,978945,Blinding Lights - by The Weeknd,song_3,0.01666666666666667
gpt-4o-2024-08-06,978945,Shape of You - by Ed Sheeran,song_3,0.13333333333333333
gpt-4o-2024-08-06,978945,Take On Me - by a-ha,song_3,0.0
gpt-4o-2024-08-06,978945,Walk Like an Egyptian - by The Bangles,song_3,0.21666666666666665
gpt-4o-2024-08-06,989414,Electric Feel - by MGMT,song_3,0.03333333333333333
gpt-4o-2024-08-06,989414,Enter Sandman - by Metallica,song_3,1.3877787807814457e-17
gpt-4o-2024-08-06,989414,Feels Like We Only Go Backwards - by Tame Impala,song_3,0.11666666666666664
gpt-4o-2024-08-06,989414,I Will Always Love You - by Whitney Houston,song_3,-0.03333333333333333
llama3-70b-8192,12377,"EARFQUAKE - by Tyler, The Creator",song_3,0.3
llama3-70b-8192,12377,God's Plan - by Drake,song_3,0.25
llama3-70b-8192,12377,Hotel California - by Eagles,song_3,0.31666666666666665
llama3-70b-8192,12377,I Will Always Love You - by Whitney Houston,song_3,0.2
llama3-70b-8192,39560,Pumped Up Kicks - by Foster the People,song_3,0.15
llama3-70b-8192,39560,Someone Like You - by Adele,song_3,0.0
llama3-70b-8192,39560,Tears Dry on Their Own - by Amy Winehouse,song_3,0.1
llama3-70b-8192,39560,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,-0.03333333333333333
llama3-70b-8192,47551,Hotel California - by Eagles,song_3,0.15
llama3-70b-8192,47551,My Funny Valentine - by Chet Baker,song_3,0.09999999999999999
llama3-70b-8192,47551,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.016666666666666666
llama3-70b-8192,47551,Watermelon Man - by Herbie Hancock,song_3,-0.08333333333333334
llama3-70b-8192,66462,Blackbird - by The Beatles,song_3,0.15
llama3-70b-8192,66462,Happy - by Pharrell Williams,song_3,0.7666666666666666
llama3-70b-8192,66462,Stairway to Heaven - by Led Zeppelin,song_3,0.5
llama3-70b-8192,66462,Sweet but Psycho - by Ava Max,song_3,0.25
llama3-70b-8192,70116,Electric - by Alina Baraz feat. Khalid,song_3,-0.08333333333333333
llama3-70b-8192,70116,Get You - by Daniel Caesar,song_3,0.03333333333333333
llama3-70b-8192,70116,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,-0.03333333333333333
llama3-70b-8192,70116,We Will Rock You - by Queen,song_3,-0.13333333333333333
llama3-70b-8192,72304,Clair de Lune - by Claude Debussy,song_3,-0.09999999999999998
llama3-70b-8192,72304,Enter Sandman - by Metallica,song_3,-0.2333333333333333
llama3-70b-8192,72304,Mr. Brightside - by The Killers,song_3,-0.15
llama3-70b-8192,72304,SexyBack - by Justin Timberlake,song_3,0.5666666666666667
llama3-70b-8192,97461,Happy - by Pharrell Williams,song_3,0.09999999999999999
llama3-70b-8192,97461,I'm Not Okay (I Promise) - by My Chemical Romance,song_3,0.0
llama3-70b-8192,97461,"Sugar, We're Goin Down - by Fall Out Boy",song_3,0.016666666666666663
llama3-70b-8192,97461,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.16666666666666666
llama3-70b-8192,101440,Enter Sandman - by Metallica,song_3,0.3833333333333333
llama3-70b-8192,101440,Skinny Love - by Bon Iver,song_3,0.31666666666666665
llama3-70b-8192,101440,Stay With Me - by Sam Smith,song_3,0.1
llama3-70b-8192,101440,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.23333333333333334
llama3-70b-8192,105584,God Is Able - by Hillsong United,song_3,0.08333333333333334
llama3-70b-8192,105584,Hotel California - by Eagles,song_3,-0.049999999999999996
llama3-70b-8192,105584,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.19999999999999998
llama3-70b-8192,105584,Who You Say I Am - by Hillsong Worship,song_3,0.1
llama3-70b-8192,108488,First Day of My Life - by Bright Eyes,song_3,0.8333333333333333
llama3-70b-8192,108488,Home - by Edward Sharpe & The Magnetic Zeros,song_3,0.5666666666666667
llama3-70b-8192,108488,Pumped Up Kicks - by Foster the People,song_3,0.1
llama3-70b-8192,108488,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.6
llama3-70b-8192,121994,6 Foot 7 Foot - by Lil Wayne,song_3,0.41666666666666663
llama3-70b-8192,121994,Hotel California - by Eagles,song_3,-0.033333333333333326
llama3-70b-8192,121994,Love Story - by Taylor Swift,song_3,0.25
llama3-70b-8192,121994,Started From the Bottom - by Drake,song_3,0.15
llama3-70b-8192,122684,Hallelujah - by Jeff Buckley,song_3,0.6833333333333332
llama3-70b-8192,122684,Into You - by Ariana Grande,song_3,0.5
llama3-70b-8192,122684,Stairway to Heaven - by Led Zeppelin,song_3,0.6833333333333332
llama3-70b-8192,122684,Treat You Better - by Shawn Mendes,song_3,0.26666666666666666
llama3-70b-8192,124069,Fast Car - by Tracy Chapman,song_3,-0.016666666666666666
llama3-70b-8192,124069,Skinny Love - by Bon Iver,song_3,-0.016666666666666666
llama3-70b-8192,124069,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.03333333333333333
llama3-70b-8192,124069,We Will Rock You - by Queen,song_3,0.16666666666666666
llama3-70b-8192,126329,Hallelujah - by Jeff Buckley,song_3,0.05
llama3-70b-8192,126329,SexyBack - by Justin Timberlake,song_3,0.05
llama3-70b-8192,126329,Stairway to Heaven - by Led Zeppelin,song_3,0.36666666666666664
llama3-70b-8192,126329,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,-0.016666666666666666
llama3-70b-8192,127088,I'll Stand by You - by The Pretenders,song_3,0.03333333333333333
llama3-70b-8192,127088,Lean on Me - by Bill Withers,song_3,0.11666666666666667
llama3-70b-8192,127088,Master of Puppets - by Metallica,song_3,0.0
llama3-70b-8192,127088,Windowlicker - by Aphex Twin,song_3,0.18333333333333332
llama3-70b-8192,129906,Best Day of My Life - by American Authors,song_3,-0.06666666666666667
llama3-70b-8192,129906,Hypnotize - by The Notorious B.I.G.,song_3,0.16666666666666666
llama3-70b-8192,129906,Stairway to Heaven - by Led Zeppelin,song_3,-0.16666666666666666
llama3-70b-8192,129906,Wake Me Up - by Avicii,song_3,0.05
llama3-70b-8192,136224,I Want You Back - by The Jackson 5,song_3,-0.03333333333333333
llama3-70b-8192,136224,My Girl - by The Temptations,song_3,0.31666666666666665
llama3-70b-8192,136224,Smells Like Teen Spirit - by Nirvana,song_3,0.15
llama3-70b-8192,136224,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.3333333333333333
llama3-70b-8192,138649,Electric - by Alina Baraz feat. Khalid,song_3,-0.13333333333333333
llama3-70b-8192,138649,Get You - by Daniel Caesar,song_3,-0.16666666666666666
llama3-70b-8192,138649,Uptown Funk - by Mark Ronson ft. Bruno Mars,song_3,0.23333333333333334
llama3-70b-8192,138649,We Will Rock You - by Queen,song_3,0.2833333333333333
llama3-70b-8192,148000,Lullaby - by The Cure,song_3,0.08333333333333333
llama3-70b-8192,148000,Rise and Shine - by The Notwist,song_3,0.049999999999999996
llama3-70b-8192,148000,Sleep - by Max Richter,song_3,0.08333333333333331
llama3-70b-8192,148000,Wake Up Call - by Theory of a Deadman,song_3,0.1
llama3-70b-8192,157594,Hotel California - by Eagles,song_3,0.2833333333333333
