ranking,model,uid,recommendation
"[{'name': 'liked_book_1', 'value': 'Misery - by Stephen King'}, {'name': 'liked_book_2', 'value': 'Esp: Stories of Strange Happenings - by Rita G. Gelman'}, {'name': 'liked_book_3', 'value': 'REMEMBER ME (REMEMBER ME) - by Christopher Pike'}, {'name': 'disliked_book_2', 'value': 'GHOSTLY TERRORS (RACK SIZE) - by Morris L. Cohen'}, {'name': 'disliked_book_1', 'value': ""Favorite Greek Myths (Dover Children's Thrift Classics) - by Bob Blaisdell""}, {'name': 'disliked_book_3', 'value': 'Runelore: A Handbook of Esoteric Runology - by Edred Thorsson'}]",llama3-70b-8192,102399,The Shining - by Stephen King
"[{'name': 'liked_book_1', 'value': 'CITY MAGICK - by Christopher Penczak'}, {'name': 'liked_book_3', 'value': 'Lucy (Plume Contemporary Fiction) - by Jamaica Kincaid'}, {'name': 'disliked_book_1', 'value': 'Voodoo Child: The Illustrated Legend of Jimi Hendrix (Penguin Studio Books) - by Martin I. Green'}, {'name': 'disliked_book_2', 'value': 'Hemingway for Beginners - by Errol Selkirk'}, {'name': 'liked_book_2', 'value': 'Acid Plaid : New Scottish Writing - by Harry Ritchie'}, {'name': 'disliked_book_3', 'value': 'Caleb Beldragons Chronicle of the Three Counties - by Paul Warren'}]",llama3-70b-8192,104443,The Da Vinci Code - by Dan Brown
"[{'name': 'liked_book_1', 'value': 'CITY MAGICK - by Christopher Penczak'}, {'name': 'liked_book_3', 'value': 'Lucy (Plume Contemporary Fiction) - by Jamaica Kincaid'}, {'name': 'disliked_book_1', 'value': 'Voodoo Child: The Illustrated Legend of Jimi Hendrix (Penguin Studio Books) - by Martin I. Green'}, {'name': 'disliked_book_2', 'value': 'Hemingway for Beginners - by Errol Selkirk'}, {'name': 'liked_book_2', 'value': 'Acid Plaid : New Scottish Writing - by Harry Ritchie'}, {'name': 'disliked_book_3', 'value': 'Caleb Beldragons Chronicle of the Three Counties - by Paul Warren'}]",llama3-70b-8192,104443,The Girl with the Dragon Tattoo - by Stieg Larsson
"[{'name': 'liked_book_1', 'value': 'CITY MAGICK - by Christopher Penczak'}, {'name': 'liked_book_3', 'value': 'Lucy (Plume Contemporary Fiction) - by Jamaica Kincaid'}, {'name': 'liked_book_2', 'value': 'Acid Plaid : New Scottish Writing - by Harry Ritchie'}, {'name': 'disliked_book_1', 'value': 'Voodoo Child: The Illustrated Legend of Jimi Hendrix (Penguin Studio Books) - by Martin I. Green'}, {'name': 'disliked_book_2', 'value': 'Hemingway for Beginners - by Errol Selkirk'}, {'name': 'disliked_book_3', 'value': 'Caleb Beldragons Chronicle of the Three Counties - by Paul Warren'}]",llama3-70b-8192,104443,The Night Circus - by Erin Morgenstern
"[{'name': 'liked_book_1', 'value': 'CITY MAGICK - by Christopher Penczak'}, {'name': 'liked_book_3', 'value': 'Lucy (Plume Contemporary Fiction) - by Jamaica Kincaid'}, {'name': 'liked_book_2', 'value': 'Acid Plaid : New Scottish Writing - by Harry Ritchie'}, {'name': 'disliked_book_1', 'value': 'Voodoo Child: The Illustrated Legend of Jimi Hendrix (Penguin Studio Books) - by Martin I. Green'}, {'name': 'disliked_book_2', 'value': 'Hemingway for Beginners - by Errol Selkirk'}, {'name': 'disliked_book_3', 'value': 'Caleb Beldragons Chronicle of the Three Counties - by Paul Warren'}]",llama3-70b-8192,104443,The Particular Sadness of Lemon Cake - by Aimee Bender
"[{'name': 'disliked_book_1', 'value': 'Neuromancer (Remembering Tomorrow) - by William Gibson'}, {'name': 'liked_book_3', 'value': 'Love Medicine - by Louise Erdrich'}, {'name': 'liked_book_1', 'value': 'The Lives of the Heart: Poems - by Jane Hirshfield'}, {'name': 'liked_book_2', 'value': 'The Lone Ranger and Tonto Fistfight in Heaven - by Sherman Alexie'}, {'name': 'disliked_book_2', 'value': 'The Monkey Wrench Gang - by Edward Abbey'}, {'name': 'disliked_book_3', 'value': 'The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible - by Greg Anderson'}]",llama3-70b-8192,109461,Snow Crash - by Neal Stephenson
"[{'name': 'disliked_book_1', 'value': 'Neuromancer (Remembering Tomorrow) - by William Gibson'}, {'name': 'disliked_book_2', 'value': 'The Monkey Wrench Gang - by Edward Abbey'}, {'name': 'liked_book_3', 'value': 'Love Medicine - by Louise Erdrich'}, {'name': 'liked_book_1', 'value': 'The Lives of the Heart: Poems - by Jane Hirshfield'}, {'name': 'liked_book_2', 'value': 'The Lone Ranger and Tonto Fistfight in Heaven - by Sherman Alexie'}, {'name': 'disliked_book_3', 'value': 'The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible - by Greg Anderson'}]",llama3-70b-8192,109461,The Electric Kool-Aid Acid Test - by Tom Wolfe
"[{'name': 'liked_book_3', 'value': 'Love Medicine - by Louise Erdrich'}, {'name': 'liked_book_2', 'value': 'The Lone Ranger and Tonto Fistfight in Heaven - by Sherman Alexie'}, {'name': 'liked_book_1', 'value': 'The Lives of the Heart: Poems - by Jane Hirshfield'}, {'name': 'disliked_book_1', 'value': 'Neuromancer (Remembering Tomorrow) - by William Gibson'}, {'name': 'disliked_book_2', 'value': 'The Monkey Wrench Gang - by Edward Abbey'}, {'name': 'disliked_book_3', 'value': 'The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible - by Greg Anderson'}]",llama3-70b-8192,109461,The House on Mango Street - by Sandra Cisneros
"[{'name': 'liked_book_3', 'value': 'Love Medicine - by Louise Erdrich'}, {'name': 'liked_book_1', 'value': 'The Lives of the Heart: Poems - by Jane Hirshfield'}, {'name': 'liked_book_2', 'value': 'The Lone Ranger and Tonto Fistfight in Heaven - by Sherman Alexie'}, {'name': 'disliked_book_1', 'value': 'Neuromancer (Remembering Tomorrow) - by William Gibson'}, {'name': 'disliked_book_2', 'value': 'The Monkey Wrench Gang - by Edward Abbey'}, {'name': 'disliked_book_3', 'value': 'The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible - by Greg Anderson'}]",llama3-70b-8192,109461,The Joy Luck Club - by Amy Tan
"[{'name': 'liked_book_1', 'value': 'Tales of the City (Tales of the City Series, V. 1) - by Armistead Maupin'}, {'name': 'liked_book_2', 'value': 'Hulda - by Carol Svendsen'}, {'name': 'liked_book_3', 'value': 'Solo: On Her Own Adventure - by Susan Fox Rogers'}, {'name': 'disliked_book_2', 'value': 'The Bone People - by Keri Hulme'}, {'name': 'disliked_book_1', 'value': 'The Road to Mars - by Eric Idle'}, {'name': 'disliked_book_3', 'value': 'Son of the Revolution - by LIANG HENG'}]",llama3-70b-8192,112412,The Group - by Mary McCarthy
"[{'name': 'disliked_book_1', 'value': 'The Road to Mars - by Eric Idle'}, {'name': 'disliked_book_2', 'value': 'The Bone People - by Keri Hulme'}, {'name': 'disliked_book_3', 'value': 'Son of the Revolution - by LIANG HENG'}, {'name': 'liked_book_1', 'value': 'Tales of the City (Tales of the City Series, V. 1) - by Armistead Maupin'}, {'name': 'liked_book_2', 'value': 'Hulda - by Carol Svendsen'}, {'name': 'liked_book_3', 'value': 'Solo: On Her Own Adventure - by Susan Fox Rogers'}]",llama3-70b-8192,112412,The Hitchhiker's Guide to the Galaxy - by Douglas Adams
"[{'name': 'liked_book_1', 'value': 'Tales of the City (Tales of the City Series, V. 1) - by Armistead Maupin'}, {'name': 'liked_book_2', 'value': 'Hulda - by Carol Svendsen'}, {'name': 'liked_book_3', 'value': 'Solo: On Her Own Adventure - by Susan Fox Rogers'}, {'name': 'disliked_book_2', 'value': 'The Bone People - by Keri Hulme'}, {'name': 'disliked_book_1', 'value': 'The Road to Mars - by Eric Idle'}, {'name': 'disliked_book_3', 'value': 'Son of the Revolution - by LIANG HENG'}]",llama3-70b-8192,112412,The Night Watch - by Sarah Waters
"[{'name': 'disliked_book_1', 'value': 'The Road to Mars - by Eric Idle'}, {'name': 'liked_book_1', 'value': 'Tales of the City (Tales of the City Series, V. 1) - by Armistead Maupin'}, {'name': 'liked_book_2', 'value': 'Hulda - by Carol Svendsen'}, {'name': 'disliked_book_2', 'value': 'The Bone People - by Keri Hulme'}, {'name': 'liked_book_3', 'value': 'Solo: On Her Own Adventure - by Susan Fox Rogers'}, {'name': 'disliked_book_3', 'value': 'Son of the Revolution - by LIANG HENG'}]",llama3-70b-8192,112412,The Songlines - by Bruce Chatwin
"[{'name': 'disliked_book_2', 'value': 'Daughter of Fortune - by Isabel Allende'}, {'name': 'liked_book_1', 'value': 'The God of Small Things - by Arundhati Roy'}, {'name': 'liked_book_2', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'liked_book_3', 'value': 'Back When We Were Grownups: A Novel - by ANNE TYLER'}, {'name': 'disliked_book_1', 'value': 'The Christmas Train - by David Baldacci'}, {'name': 'disliked_book_3', 'value': 'Life of Pi - by Yann Martel'}]",llama3-70b-8192,115150,The Historian - by Elizabeth Kostova
"[{'name': 'liked_book_1', 'value': 'The God of Small Things - by Arundhati Roy'}, {'name': 'liked_book_2', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'liked_book_3', 'value': 'Back When We Were Grownups: A Novel - by ANNE TYLER'}, {'name': 'disliked_book_2', 'value': 'Daughter of Fortune - by Isabel Allende'}, {'name': 'disliked_book_3', 'value': 'Life of Pi - by Yann Martel'}, {'name': 'disliked_book_1', 'value': 'The Christmas Train - by David Baldacci'}]",llama3-70b-8192,115150,The Poisonwood Bible - by Barbara Kingsolver
"[{'name': 'liked_book_1', 'value': 'The God of Small Things - by Arundhati Roy'}, {'name': 'liked_book_2', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'liked_book_3', 'value': 'Back When We Were Grownups: A Novel - by ANNE TYLER'}, {'name': 'disliked_book_2', 'value': 'Daughter of Fortune - by Isabel Allende'}, {'name': 'disliked_book_3', 'value': 'Life of Pi - by Yann Martel'}, {'name': 'disliked_book_1', 'value': 'The Christmas Train - by David Baldacci'}]",llama3-70b-8192,115150,The Secret History - by Donna Tartt
"[{'name': 'disliked_book_3', 'value': 'Life of Pi - by Yann Martel'}, {'name': 'liked_book_1', 'value': 'The God of Small Things - by Arundhati Roy'}, {'name': 'liked_book_2', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'disliked_book_2', 'value': 'Daughter of Fortune - by Isabel Allende'}, {'name': 'liked_book_3', 'value': 'Back When We Were Grownups: A Novel - by ANNE TYLER'}, {'name': 'disliked_book_1', 'value': 'The Christmas Train - by David Baldacci'}]",llama3-70b-8192,115150,The Shadow of the Wind - by Carlos Ruiz Zafón
"[{'name': 'liked_book_1', 'value': 'In His Steps - by Charles Sheldon'}, {'name': 'liked_book_2', 'value': 'On the Banks of Plum Creek - by Laura Ingalls Wilder'}, {'name': 'disliked_book_1', 'value': 'JANET HAMM NEEDS A DATE FOR THE DANCE - by EVE BUNTING'}, {'name': 'disliked_book_2', 'value': 'Eternal Passage (California Pioneer Series, Book 3) - by Elaine Schulte'}, {'name': 'liked_book_3', 'value': 'Black Stallion - by Walter Farley'}, {'name': 'disliked_book_3', 'value': 'My Utmost for His Highest, Promotional Edition - by Oswald Chambers'}]",llama3-70b-8192,117581,The A-List - by Zoey Dean
"[{'name': 'liked_book_1', 'value': 'In His Steps - by Charles Sheldon'}, {'name': 'liked_book_2', 'value': 'On the Banks of Plum Creek - by Laura Ingalls Wilder'}, {'name': 'disliked_book_1', 'value': 'JANET HAMM NEEDS A DATE FOR THE DANCE - by EVE BUNTING'}, {'name': 'liked_book_3', 'value': 'Black Stallion - by Walter Farley'}, {'name': 'disliked_book_2', 'value': 'Eternal Passage (California Pioneer Series, Book 3) - by Elaine Schulte'}, {'name': 'disliked_book_3', 'value': 'My Utmost for His Highest, Promotional Edition - by Oswald Chambers'}]",llama3-70b-8192,117581,The Princess Diaries - by Meg Cabot
"[{'name': 'liked_book_2', 'value': 'On the Banks of Plum Creek - by Laura Ingalls Wilder'}, {'name': 'liked_book_3', 'value': 'Black Stallion - by Walter Farley'}, {'name': 'liked_book_1', 'value': 'In His Steps - by Charles Sheldon'}, {'name': 'disliked_book_1', 'value': 'JANET HAMM NEEDS A DATE FOR THE DANCE - by EVE BUNTING'}, {'name': 'disliked_book_2', 'value': 'Eternal Passage (California Pioneer Series, Book 3) - by Elaine Schulte'}, {'name': 'disliked_book_3', 'value': 'My Utmost for His Highest, Promotional Edition - by Oswald Chambers'}]",llama3-70b-8192,117581,The Witch of Blackbird Pond - by Elizabeth George Speare
"[{'name': 'liked_book_2', 'value': 'On the Banks of Plum Creek - by Laura Ingalls Wilder'}, {'name': 'liked_book_3', 'value': 'Black Stallion - by Walter Farley'}, {'name': 'liked_book_1', 'value': 'In His Steps - by Charles Sheldon'}, {'name': 'disliked_book_2', 'value': 'Eternal Passage (California Pioneer Series, Book 3) - by Elaine Schulte'}, {'name': 'disliked_book_1', 'value': 'JANET HAMM NEEDS A DATE FOR THE DANCE - by EVE BUNTING'}, {'name': 'disliked_book_3', 'value': 'My Utmost for His Highest, Promotional Edition - by Oswald Chambers'}]",llama3-70b-8192,117581,The Yearling - by Marjorie Kinnan Rawlings
"[{'name': 'disliked_book_3', 'value': 'Murder on the Orient Express - by Agatha Christie'}, {'name': 'liked_book_3', 'value': 'Jurassic Park - by Michael Crichton'}, {'name': 'liked_book_1', 'value': 'A Dream of Eagles - by Jack Whyte'}, {'name': 'liked_book_2', 'value': 'Her Secret Longing (Silhouette Romance, No. 1545) - by Gail Gaymer Martin'}, {'name': 'disliked_book_1', 'value': 'Wild Animus - by Rich Shapero'}, {'name': 'disliked_book_2', 'value': 'The Unborn - by David Shobin'}]",llama3-70b-8192,122086,The Da Vinci Code - by Dan Brown
"[{'name': 'disliked_book_1', 'value': 'Wild Animus - by Rich Shapero'}, {'name': 'disliked_book_3', 'value': 'Murder on the Orient Express - by Agatha Christie'}, {'name': 'liked_book_1', 'value': 'A Dream of Eagles - by Jack Whyte'}, {'name': 'liked_book_2', 'value': 'Her Secret Longing (Silhouette Romance, No. 1545) - by Gail Gaymer Martin'}, {'name': 'liked_book_3', 'value': 'Jurassic Park - by Michael Crichton'}, {'name': 'disliked_book_2', 'value': 'The Unborn - by David Shobin'}]",llama3-70b-8192,122086,The Girl with the Dragon Tattoo - by Stieg Larsson
"[{'name': 'liked_book_1', 'value': 'A Dream of Eagles - by Jack Whyte'}, {'name': 'liked_book_3', 'value': 'Jurassic Park - by Michael Crichton'}, {'name': 'disliked_book_1', 'value': 'Wild Animus - by Rich Shapero'}, {'name': 'disliked_book_3', 'value': 'Murder on the Orient Express - by Agatha Christie'}, {'name': 'liked_book_2', 'value': 'Her Secret Longing (Silhouette Romance, No. 1545) - by Gail Gaymer Martin'}, {'name': 'disliked_book_2', 'value': 'The Unborn - by David Shobin'}]",llama3-70b-8192,122086,The Historian - by Elizabeth Kostova
"[{'name': 'liked_book_3', 'value': 'Jurassic Park - by Michael Crichton'}, {'name': 'liked_book_1', 'value': 'A Dream of Eagles - by Jack Whyte'}, {'name': 'disliked_book_3', 'value': 'Murder on the Orient Express - by Agatha Christie'}, {'name': 'liked_book_2', 'value': 'Her Secret Longing (Silhouette Romance, No. 1545) - by Gail Gaymer Martin'}, {'name': 'disliked_book_1', 'value': 'Wild Animus - by Rich Shapero'}, {'name': 'disliked_book_2', 'value': 'The Unborn - by David Shobin'}]",llama3-70b-8192,122086,The Name of the Rose - by Umberto Eco
"[{'name': 'liked_book_1', 'value': ""The Complete Idiot's Guide to Starting Your Own Business (Complete Idiot's Guides) - by Ed Paulson""}, {'name': 'liked_book_2', 'value': 'How to Lie With Statistics - by Darrell Huff'}, {'name': 'liked_book_3', 'value': 'Of Human Bondage - by W. Somerset Maugham'}, {'name': 'disliked_book_1', 'value': 'The Cartoon Guide to Statistics - by Larry Gonick'}, {'name': 'disliked_book_2', 'value': 'Living Language Diccionario de EspaÃ±ol - by Ana Suffredini'}, {'name': 'disliked_book_3', 'value': 'OUT OF THE WOODS : Stories - by Chris Offutt'}]",llama3-70b-8192,123988,The 4-Hour Work Week - by Timothy Ferriss
"[{'name': 'disliked_book_2', 'value': 'Living Language Diccionario de Español - by Ana Suffredini'}, {'name': 'liked_book_1', 'value': ""The Complete Idiot's Guide to Starting Your Own Business (Complete Idiot's Guides) - by Ed Paulson""}, {'name': 'liked_book_2', 'value': 'How to Lie With Statistics - by Darrell Huff'}, {'name': 'liked_book_3', 'value': 'Of Human Bondage - by W. Somerset Maugham'}, {'name': 'disliked_book_1', 'value': 'The Cartoon Guide to Statistics - by Larry Gonick'}, {'name': 'disliked_book_3', 'value': 'OUT OF THE WOODS : Stories - by Chris Offutt'}]",llama3-70b-8192,123988,The Oxford English Dictionary - by John Simpson
"[{'name': 'liked_book_2', 'value': 'How to Lie With Statistics - by Darrell Huff'}, {'name': 'liked_book_3', 'value': 'Of Human Bondage - by W. Somerset Maugham'}, {'name': 'liked_book_1', 'value': ""The Complete Idiot's Guide to Starting Your Own Business (Complete Idiot's Guides) - by Ed Paulson""}, {'name': 'disliked_book_1', 'value': 'The Cartoon Guide to Statistics - by Larry Gonick'}, {'name': 'disliked_book_3', 'value': 'OUT OF THE WOODS : Stories - by Chris Offutt'}, {'name': 'disliked_book_2', 'value': 'Living Language Diccionario de EspaÃ±ol - by Ana Suffredini'}]",llama3-70b-8192,123988,The Power Broker - by Robert Caro
"[{'name': 'disliked_book_1', 'value': 'The Cartoon Guide to Statistics - by Larry Gonick'}, {'name': 'liked_book_1', 'value': ""The Complete Idiot's Guide to Starting Your Own Business (Complete Idiot's Guides) - by Ed Paulson""}, {'name': 'liked_book_2', 'value': 'How to Lie With Statistics - by Darrell Huff'}, {'name': 'liked_book_3', 'value': 'Of Human Bondage - by W. Somerset Maugham'}, {'name': 'disliked_book_3', 'value': 'OUT OF THE WOODS : Stories - by Chris Offutt'}, {'name': 'disliked_book_2', 'value': 'Living Language Diccionario de EspaÃ±ol - by Ana Suffredini'}]",llama3-70b-8192,123988,The Stinky Cheese Man and Other Fairly Stupid Tales - by Jon Scieszka
"[{'name': 'disliked_book_1', 'value': 'In the Light of Sigma Draconis (A Woman of the Iron People, Part 1) - by Eleanor Arnason'}, {'name': 'liked_book_1', 'value': 'On the Street Where You Live : A Novel - by Mary Higgins Clark'}, {'name': 'liked_book_2', 'value': ""Friday's Child - by Georgette Heyer""}, {'name': 'liked_book_3', 'value': 'Corinthian - by Georgette Heyer'}, {'name': 'disliked_book_2', 'value': 'Indigo Moon - by Patricia Rice'}, {'name': 'disliked_book_3', 'value': 'Lady Susan ; The Watsons ; Sanditon (Penguin English Library) - by Jane Austen'}]",llama3-70b-8192,124233,Diaspora - by Greg Egan
"[{'name': 'liked_book_2', 'value': ""Friday's Child - by Georgette Heyer""}, {'name': 'liked_book_3', 'value': 'Corinthian - by Georgette Heyer'}, {'name': 'liked_book_1', 'value': 'On the Street Where You Live : A Novel - by Mary Higgins Clark'}, {'name': 'disliked_book_3', 'value': 'Lady Susan ; The Watsons ; Sanditon (Penguin English Library) - by Jane Austen'}, {'name': 'disliked_book_2', 'value': 'Indigo Moon - by Patricia Rice'}, {'name': 'disliked_book_1', 'value': 'In the Light of Sigma Draconis (A Woman of the Iron People, Part 1) - by Eleanor Arnason'}]",llama3-70b-8192,124233,The Grand Sophy - by Georgette Heyer
"[{'name': 'disliked_book_1', 'value': 'In the Light of Sigma Draconis (A Woman of the Iron People, Part 1) - by Eleanor Arnason'}, {'name': 'liked_book_1', 'value': 'On the Street Where You Live : A Novel - by Mary Higgins Clark'}, {'name': 'liked_book_2', 'value': ""Friday's Child - by Georgette Heyer""}, {'name': 'liked_book_3', 'value': 'Corinthian - by Georgette Heyer'}, {'name': 'disliked_book_2', 'value': 'Indigo Moon - by Patricia Rice'}, {'name': 'disliked_book_3', 'value': 'Lady Susan ; The Watsons ; Sanditon (Penguin English Library) - by Jane Austen'}]",llama3-70b-8192,124233,The Left Hand of Darkness - by Ursula K. Le Guin
"[{'name': 'liked_book_1', 'value': 'On the Street Where You Live : A Novel - by Mary Higgins Clark'}, {'name': 'liked_book_2', 'value': ""Friday's Child - by Georgette Heyer""}, {'name': 'liked_book_3', 'value': 'Corinthian - by Georgette Heyer'}, {'name': 'disliked_book_1', 'value': 'In the Light of Sigma Draconis (A Woman of the Iron People, Part 1) - by Eleanor Arnason'}, {'name': 'disliked_book_2', 'value': 'Indigo Moon - by Patricia Rice'}, {'name': 'disliked_book_3', 'value': 'Lady Susan ; The Watsons ; Sanditon (Penguin English Library) - by Jane Austen'}]",llama3-70b-8192,124233,The Silent Patient - by Alex Michaelides
"[{'name': 'disliked_book_1', 'value': 'Runaway Ralph - by Beverly Cleary'}, {'name': 'disliked_book_3', 'value': 'Emily Imagination - by Beverly Cleary'}, {'name': 'disliked_book_2', 'value': 'The New Kate (Sleepover Friends, No 26) - by Susan Saunders'}, {'name': 'liked_book_1', 'value': 'Puppies in the Pantry (Animal Ark, Book 3) - by Ben M. Baglio'}, {'name': 'liked_book_2', 'value': ""Little Rabbit's Baby Brother (Gr. K-3) - by Fran Manushkin""}, {'name': 'liked_book_3', 'value': 'Freedom Train: The Story of Harriet Tubman - by Dorothy Sterling'}]",llama3-70b-8192,125396,Ramona the Pest - by Beverly Cleary
"[{'name': 'disliked_book_1', 'value': 'Runaway Ralph - by Beverly Cleary'}, {'name': 'disliked_book_3', 'value': 'Emily Imagination - by Beverly Cleary'}, {'name': 'disliked_book_2', 'value': 'The New Kate (Sleepover Friends, No 26) - by Susan Saunders'}, {'name': 'liked_book_1', 'value': 'Puppies in the Pantry (Animal Ark, Book 3) - by Ben M. Baglio'}, {'name': 'liked_book_2', 'value': ""Little Rabbit's Baby Brother (Gr. K-3) - by Fran Manushkin""}, {'name': 'liked_book_3', 'value': 'Freedom Train: The Story of Harriet Tubman - by Dorothy Sterling'}]",llama3-70b-8192,125396,The Mouse and the Motorcycle - by Beverly Cleary
"[{'name': 'liked_book_1', 'value': 'Puppies in the Pantry (Animal Ark, Book 3) - by Ben M. Baglio'}, {'name': 'liked_book_2', 'value': ""Little Rabbit's Baby Brother (Gr. K-3) - by Fran Manushkin""}, {'name': 'liked_book_3', 'value': 'Freedom Train: The Story of Harriet Tubman - by Dorothy Sterling'}, {'name': 'disliked_book_1', 'value': 'Runaway Ralph - by Beverly Cleary'}, {'name': 'disliked_book_3', 'value': 'Emily Imagination - by Beverly Cleary'}, {'name': 'disliked_book_2', 'value': 'The New Kate (Sleepover Friends, No 26) - by Susan Saunders'}]",llama3-70b-8192,125396,The One and Only Ivan - by Katherine Applegate
"[{'name': 'liked_book_1', 'value': 'Puppies in the Pantry (Animal Ark, Book 3) - by Ben M. Baglio'}, {'name': 'liked_book_2', 'value': ""Little Rabbit's Baby Brother (Gr. K-3) - by Fran Manushkin""}, {'name': 'liked_book_3', 'value': 'Freedom Train: The Story of Harriet Tubman - by Dorothy Sterling'}, {'name': 'disliked_book_1', 'value': 'Runaway Ralph - by Beverly Cleary'}, {'name': 'disliked_book_2', 'value': 'The New Kate (Sleepover Friends, No 26) - by Susan Saunders'}, {'name': 'disliked_book_3', 'value': 'Emily Imagination - by Beverly Cleary'}]",llama3-70b-8192,125396,The Tale of Despereaux - by Kate DiCamillo
"[{'name': 'liked_book_2', 'value': 'Bard: The Odyssey of the Irish (Celtic World of Morgan Llywelyn) - by Morgan Llywelyn'}, {'name': 'liked_book_3', 'value': 'Harry Potter and the Chamber of Secrets (Book 2) - by J. K. Rowling'}, {'name': 'disliked_book_2', 'value': ""Casting the Circle: A Women's Book of Ritual - by Diane Stein""}, {'name': 'disliked_book_3', 'value': 'To Ride a Silver Broomstick: New Generation Witchcraft - by Silver Ravenwolf'}, {'name': 'liked_book_1', 'value': 'The Cat Who Had 14 Tales - by Lilian Jackson Braun'}, {'name': 'disliked_book_1', 'value': 'Vogue Knitting: The Ultimate Knitting Book - by Vogue Knitting Magazine'}]",llama3-70b-8192,126814,The Mists of Avalon - by Marion Zimmer Bradley
"[{'name': 'disliked_book_3', 'value': 'To Ride a Silver Broomstick: New Generation Witchcraft - by Silver Ravenwolf'}, {'name': 'disliked_book_1', 'value': 'Vogue Knitting: The Ultimate Knitting Book - by Vogue Knitting Magazine'}, {'name': 'liked_book_1', 'value': 'The Cat Who Had 14 Tales - by Lilian Jackson Braun'}, {'name': 'liked_book_2', 'value': 'Bard: The Odyssey of the Irish (Celtic World of Morgan Llywelyn) - by Morgan Llywelyn'}, {'name': 'liked_book_3', 'value': 'Harry Potter and the Chamber of Secrets (Book 2) - by J. K. Rowling'}, {'name': 'disliked_book_2', 'value': ""Casting the Circle: A Women's Book of Ritual - by Diane Stein""}]",llama3-70b-8192,126814,The New Seed Starter's Handbook - by Nancy Bubel
"[{'name': 'liked_book_1', 'value': 'The Cat Who Had 14 Tales - by Lilian Jackson Braun'}, {'name': 'liked_book_2', 'value': 'Bard: The Odyssey of the Irish (Celtic World of Morgan Llywelyn) - by Morgan Llywelyn'}, {'name': 'liked_book_3', 'value': 'Harry Potter and the Chamber of Secrets (Book 2) - by J. K. Rowling'}, {'name': 'disliked_book_3', 'value': 'To Ride a Silver Broomstick: New Generation Witchcraft - by Silver Ravenwolf'}, {'name': 'disliked_book_1', 'value': 'Vogue Knitting: The Ultimate Knitting Book - by Vogue Knitting Magazine'}, {'name': 'disliked_book_2', 'value': ""Casting the Circle: A Women's Book of Ritual - by Diane Stein""}]",llama3-70b-8192,126814,The Night Circus - by Erin Morgenstern
"[{'name': 'disliked_book_2', 'value': ""Casting the Circle: A Women's Book of Ritual - by Diane Stein""}, {'name': 'disliked_book_3', 'value': 'To Ride a Silver Broomstick: New Generation Witchcraft - by Silver Ravenwolf'}, {'name': 'disliked_book_1', 'value': 'Vogue Knitting: The Ultimate Knitting Book - by Vogue Knitting Magazine'}, {'name': 'liked_book_1', 'value': 'The Cat Who Had 14 Tales - by Lilian Jackson Braun'}, {'name': 'liked_book_2', 'value': 'Bard: The Odyssey of the Irish (Celtic World of Morgan Llywelyn) - by Morgan Llywelyn'}, {'name': 'liked_book_3', 'value': 'Harry Potter and the Chamber of Secrets (Book 2) - by J. K. Rowling'}]",llama3-70b-8192,126814,The Spiral Dance - by Starhawk
"[{'name': 'liked_book_2', 'value': 'La Doctora: The Journal of an American Doctor Practicing Medicine on the Amazon River - by Linnea Smith'}, {'name': 'liked_book_1', 'value': 'The Working Poor : Invisible in America - by DAVID K. SHIPLER'}, {'name': 'liked_book_3', 'value': ""Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters - by Wally Lamb""}, {'name': 'disliked_book_2', 'value': 'Fish! A Remarkable Way to Boost Morale and Improve Results - by Stephen C. Lundin'}, {'name': 'disliked_book_1', 'value': 'Summer of the Heart: Saving Alexandre - by Paul Adams'}, {'name': 'disliked_book_3', 'value': 'Read All About It!: Great Read-Aloud Stories, Poems, and Newspaper Pieces for Preteens and Teens - by Jim Trelease'}]",llama3-70b-8192,127481,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World - by Tracy Kidder"
