ranking,model,pid,recommendation
"[{'name': 'playlist_name', 'value': 'ESPAÑOL'}, {'name': 'song_5', 'value': 'Si Tú No Estás - by Nicky Jam'}, {'name': 'song_3', 'value': 'Ya Me Enteré (feat. Nicky Jam) - Urban Version - by Reik'}, {'name': 'song_1', 'value': 'Te Recordaré Bailando - by Don Omar'}, {'name': 'song_2', 'value': 'Dile - by Don Omar'}, {'name': 'song_4', 'value': 'La Carretera - by Prince Royce'}]",gpt-4o-2024-08-06,602692,El Perdón - by Nicky Jam
"[{'name': 'playlist_name', 'value': 'ESPAÑOL'}, {'name': 'song_1', 'value': 'Te Recordaré Bailando - by Don Omar'}, {'name': 'song_2', 'value': 'Dile - by Don Omar'}, {'name': 'song_3', 'value': 'Ya Me Enteré (feat. Nicky Jam) - Urban Version - by Reik'}, {'name': 'song_4', 'value': 'La Carretera - by Prince Royce'}, {'name': 'song_5', 'value': 'Si Tú No Estás - by Nicky Jam'}]",gpt-4o-2024-08-06,602692,Rolling in the Deep - by Adele
"[{'name': 'playlist_name', 'value': 'ESPAÑOL'}, {'name': 'song_1', 'value': 'Te Recordaré Bailando - by Don Omar'}, {'name': 'song_2', 'value': 'Dile - by Don Omar'}, {'name': 'song_3', 'value': 'Ya Me Enteré (feat. Nicky Jam) - Urban Version - by Reik'}, {'name': 'song_4', 'value': 'La Carretera - by Prince Royce'}, {'name': 'song_5', 'value': 'Si Tú No Estás - by Nicky Jam'}]",gpt-4o-2024-08-06,602692,Shape of You - by Ed Sheeran
"[{'name': 'playlist_name', 'value': 'Bachata'}, {'name': 'song_1', 'value': 'Los Infieles - by Aventura'}, {'name': 'song_3', 'value': 'Por un Segundo - by Aventura'}, {'name': 'song_4', 'value': 'Tu Jueguito - by Aventura'}, {'name': 'song_5', 'value': 'La Tormenta - by Aventura'}, {'name': 'song_2', 'value': 'Si Esta Casa Hablara (Bachata Version) - by Joel Santos'}]",gpt-4o-2024-08-06,604424,Bohemian Rhapsody - by Queen
"[{'name': 'song_1', 'value': 'Los Infieles - by Aventura'}, {'name': 'song_3', 'value': 'Por un Segundo - by Aventura'}, {'name': 'song_4', 'value': 'Tu Jueguito - by Aventura'}, {'name': 'song_5', 'value': 'La Tormenta - by Aventura'}, {'name': 'playlist_name', 'value': 'Bachata'}, {'name': 'song_2', 'value': 'Si Esta Casa Hablara (Bachata Version) - by Joel Santos'}]",gpt-4o-2024-08-06,604424,Obsesión - by Aventura
"[{'name': 'playlist_name', 'value': 'Bachata'}, {'name': 'song_1', 'value': 'Los Infieles - by Aventura'}, {'name': 'song_3', 'value': 'Por un Segundo - by Aventura'}, {'name': 'song_4', 'value': 'Tu Jueguito - by Aventura'}, {'name': 'song_5', 'value': 'La Tormenta - by Aventura'}, {'name': 'song_2', 'value': 'Si Esta Casa Hablara (Bachata Version) - by Joel Santos'}]",gpt-4o-2024-08-06,604424,Propuesta Indecente - by Romeo Santos
"[{'name': 'playlist_name', 'value': 'Bachata'}, {'name': 'song_1', 'value': 'Los Infieles - by Aventura'}, {'name': 'song_3', 'value': 'Por un Segundo - by Aventura'}, {'name': 'song_4', 'value': 'Tu Jueguito - by Aventura'}, {'name': 'song_5', 'value': 'La Tormenta - by Aventura'}, {'name': 'song_2', 'value': 'Si Esta Casa Hablara (Bachata Version) - by Joel Santos'}]",gpt-4o-2024-08-06,604424,Shape of You - by Ed Sheeran
"[{'name': 'song_3', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_5', 'value': 'Home - by Edward Sharpe & The Magnetic Zeros'}, {'name': 'playlist_name', 'value': 'vibes'}, {'name': 'song_1', 'value': 'Start A Riot - by BANNERS'}, {'name': 'song_2', 'value': ""Show Me What I'm Looking For - by Carolina Liar""}, {'name': 'song_4', 'value': 'Iris - by The Goo Goo Dolls'}]",gpt-4o-2024-08-06,611405,Stolen Dance - by Milky Chance
"[{'name': 'song_3', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Iris - by The Goo Goo Dolls'}, {'name': 'playlist_name', 'value': 'vibes'}, {'name': 'song_1', 'value': 'Start A Riot - by BANNERS'}, {'name': 'song_2', 'value': ""Show Me What I'm Looking For - by Carolina Liar""}, {'name': 'song_5', 'value': 'Home - by Edward Sharpe & The Magnetic Zeros'}]",gpt-4o-2024-08-06,611405,Sweater Weather - by The Neighbourhood
"[{'name': 'song_3', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_1', 'value': 'Start A Riot - by BANNERS'}, {'name': 'song_2', 'value': ""Show Me What I'm Looking For - by Carolina Liar""}, {'name': 'song_4', 'value': 'Iris - by The Goo Goo Dolls'}, {'name': 'song_5', 'value': 'Home - by Edward Sharpe & The Magnetic Zeros'}, {'name': 'playlist_name', 'value': 'vibes'}]",gpt-4o-2024-08-06,611405,Uptown Funk - by Mark Ronson ft. Bruno Mars
"[{'name': 'song_1', 'value': 'Start A Riot - by BANNERS'}, {'name': 'song_2', 'value': ""Show Me What I'm Looking For - by Carolina Liar""}, {'name': 'song_3', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Iris - by The Goo Goo Dolls'}, {'name': 'song_5', 'value': 'Home - by Edward Sharpe & The Magnetic Zeros'}, {'name': 'playlist_name', 'value': 'vibes'}]",gpt-4o-2024-08-06,611405,WAP - by Cardi B ft. Megan Thee Stallion
"[{'name': 'song_1', 'value': 'Strip That Down - by Liam Payne'}, {'name': 'song_3', 'value': 'Silence - by Marshmello'}, {'name': 'song_4', 'value': 'Location - by Khalid'}, {'name': 'song_5', 'value': 'Young Dumb & Broke - by Khalid'}, {'name': 'playlist_name', 'value': 'my jam'}, {'name': 'song_2', 'value': 'HUMBLE. - by Kendrick Lamar'}]",gpt-4o-2024-08-06,625525,Attention - by Charlie Puth
"[{'name': 'song_1', 'value': 'Strip That Down - by Liam Payne'}, {'name': 'song_2', 'value': 'HUMBLE. - by Kendrick Lamar'}, {'name': 'song_3', 'value': 'Silence - by Marshmello'}, {'name': 'song_4', 'value': 'Location - by Khalid'}, {'name': 'song_5', 'value': 'Young Dumb & Broke - by Khalid'}, {'name': 'playlist_name', 'value': 'my jam'}]",gpt-4o-2024-08-06,625525,Bohemian Rhapsody - by Queen
"[{'name': 'song_1', 'value': 'Strip That Down - by Liam Payne'}, {'name': 'song_2', 'value': 'HUMBLE. - by Kendrick Lamar'}, {'name': 'song_3', 'value': 'Silence - by Marshmello'}, {'name': 'song_4', 'value': 'Location - by Khalid'}, {'name': 'song_5', 'value': 'Young Dumb & Broke - by Khalid'}, {'name': 'playlist_name', 'value': 'my jam'}]",gpt-4o-2024-08-06,625525,Jolene - by Dolly Parton
"[{'name': 'song_2', 'value': 'HUMBLE. - by Kendrick Lamar'}, {'name': 'song_4', 'value': 'Location - by Khalid'}, {'name': 'song_5', 'value': 'Young Dumb & Broke - by Khalid'}, {'name': 'song_3', 'value': 'Silence - by Marshmello'}, {'name': 'song_1', 'value': 'Strip That Down - by Liam Payne'}, {'name': 'playlist_name', 'value': 'my jam'}]",gpt-4o-2024-08-06,625525,rockstar - by Post Malone ft. 21 Savage
"[{'name': 'song_5', 'value': 'Do I Wanna Know? - by Arctic Monkeys'}, {'name': 'playlist_name', 'value': 'Alt/Indie'}, {'name': 'song_1', 'value': ""Ain't No Rest for the Wicked - Original Version - by Cage The Elephant""}, {'name': 'song_2', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_3', 'value': 'Cigarette Daydreams - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Cold Cold Cold - by Cage The Elephant'}]",gpt-4o-2024-08-06,645145,R U Mine? - by Arctic Monkeys
"[{'name': 'playlist_name', 'value': 'Alt/Indie'}, {'name': 'song_1', 'value': ""Ain't No Rest for the Wicked - Original Version - by Cage The Elephant""}, {'name': 'song_2', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_3', 'value': 'Cigarette Daydreams - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Cold Cold Cold - by Cage The Elephant'}, {'name': 'song_5', 'value': 'Do I Wanna Know? - by Arctic Monkeys'}]",gpt-4o-2024-08-06,645145,Shape of You - by Ed Sheeran
"[{'name': 'playlist_name', 'value': 'Alt/Indie'}, {'name': 'song_5', 'value': 'Do I Wanna Know? - by Arctic Monkeys'}, {'name': 'song_1', 'value': ""Ain't No Rest for the Wicked - Original Version - by Cage The Elephant""}, {'name': 'song_2', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_3', 'value': 'Cigarette Daydreams - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Cold Cold Cold - by Cage The Elephant'}]",gpt-4o-2024-08-06,645145,Take Me Out - by Franz Ferdinand
"[{'name': 'playlist_name', 'value': 'Alt/Indie'}, {'name': 'song_1', 'value': ""Ain't No Rest for the Wicked - Original Version - by Cage The Elephant""}, {'name': 'song_2', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_3', 'value': 'Cigarette Daydreams - by Cage The Elephant'}, {'name': 'song_5', 'value': 'Do I Wanna Know? - by Arctic Monkeys'}, {'name': 'song_4', 'value': 'Cold Cold Cold - by Cage The Elephant'}]",gpt-4o-2024-08-06,645145,Uptown Funk - by Mark Ronson ft. Bruno Mars
"[{'name': 'song_3', 'value': 'Wait for the Moment - by Vulfpeck'}, {'name': 'song_5', 'value': 'S.O.B. - by Nathaniel Rateliff & The Night Sweats'}, {'name': 'song_1', 'value': 'I Had a Real Good Lover - by The Shouting Matches'}, {'name': 'song_2', 'value': 'Returning to the Fold - by The Thermals'}, {'name': 'song_4', 'value': 'Waiting For My Ruca - by Sublime'}, {'name': 'playlist_name', 'value': '\\m/'}]",gpt-4o-2024-08-06,648591,Electric Feel - by MGMT
"[{'name': 'playlist_name', 'value': '\\m/'}, {'name': 'song_5', 'value': 'S.O.B. - by Nathaniel Rateliff & The Night Sweats'}, {'name': 'song_1', 'value': 'I Had a Real Good Lover - by The Shouting Matches'}, {'name': 'song_2', 'value': 'Returning to the Fold - by The Thermals'}, {'name': 'song_3', 'value': 'Wait for the Moment - by Vulfpeck'}, {'name': 'song_4', 'value': 'Waiting For My Ruca - by Sublime'}]",gpt-4o-2024-08-06,648591,Gold on the Ceiling - by The Black Keys
"[{'name': 'playlist_name', 'value': '\\m/'}, {'name': 'song_1', 'value': 'I Had a Real Good Lover - by The Shouting Matches'}, {'name': 'song_2', 'value': 'Returning to the Fold - by The Thermals'}, {'name': 'song_5', 'value': 'S.O.B. - by Nathaniel Rateliff & The Night Sweats'}, {'name': 'song_3', 'value': 'Wait for the Moment - by Vulfpeck'}, {'name': 'song_4', 'value': 'Waiting For My Ruca - by Sublime'}]",gpt-4o-2024-08-06,648591,My Heart Will Go On - by Celine Dion
"[{'name': 'song_5', 'value': 'S.O.B. - by Nathaniel Rateliff & The Night Sweats'}, {'name': 'song_1', 'value': 'I Had a Real Good Lover - by The Shouting Matches'}, {'name': 'song_2', 'value': 'Returning to the Fold - by The Thermals'}, {'name': 'song_3', 'value': 'Wait for the Moment - by Vulfpeck'}, {'name': 'song_4', 'value': 'Waiting For My Ruca - by Sublime'}, {'name': 'playlist_name', 'value': '\\m/'}]",gpt-4o-2024-08-06,648591,Shape of You - by Ed Sheeran
"[{'name': 'song_2', 'value': 'Crosses - by José González'}, {'name': 'song_4', 'value': 'Heartbeats - by José González'}, {'name': 'song_3', 'value': 'Georgia - by Vance Joy'}, {'name': 'playlist_name', 'value': 'Unwind'}, {'name': 'song_5', 'value': 'Wild World - Acoustic Version - by Joanna Wang'}, {'name': 'song_1', 'value': 'Hero - by Family of the Year'}]",gpt-4o-2024-08-06,651504,Budapest - by George Ezra
"[{'name': 'song_2', 'value': 'Crosses - by José González'}, {'name': 'song_4', 'value': 'Heartbeats - by José González'}, {'name': 'song_3', 'value': 'Georgia - by Vance Joy'}, {'name': 'playlist_name', 'value': 'Unwind'}, {'name': 'song_5', 'value': 'Wild World - Acoustic Version - by Joanna Wang'}, {'name': 'song_1', 'value': 'Hero - by Family of the Year'}]",gpt-4o-2024-08-06,651504,Holocene - by Bon Iver
"[{'name': 'playlist_name', 'value': 'Unwind'}, {'name': 'song_1', 'value': 'Hero - by Family of the Year'}, {'name': 'song_2', 'value': 'Crosses - by José González'}, {'name': 'song_3', 'value': 'Georgia - by Vance Joy'}, {'name': 'song_4', 'value': 'Heartbeats - by José González'}, {'name': 'song_5', 'value': 'Wild World - Acoustic Version - by Joanna Wang'}]",gpt-4o-2024-08-06,651504,Thunderstruck - by AC/DC
"[{'name': 'playlist_name', 'value': 'Unwind'}, {'name': 'song_2', 'value': 'Crosses - by José González'}, {'name': 'song_3', 'value': 'Georgia - by Vance Joy'}, {'name': 'song_4', 'value': 'Heartbeats - by José González'}, {'name': 'song_5', 'value': 'Wild World - Acoustic Version - by Joanna Wang'}, {'name': 'song_1', 'value': 'Hero - by Family of the Year'}]",gpt-4o-2024-08-06,651504,Turn Down for What - by DJ Snake & Lil Jon
"[{'name': 'playlist_name', 'value': 'Old school'}, {'name': 'song_3', 'value': 'Rock with You - Single Version - by Michael Jackson'}, {'name': 'song_1', 'value': 'Return Of The Mack - C & J Street Mix - by Mark Morrison'}, {'name': 'song_2', 'value': ""Sunshine - by Alexander O'Neal""}, {'name': 'song_4', 'value': 'Your Smile - 12"" Mix - by Rene & Angela'}, {'name': 'song_5', 'value': 'Happy - by Surface'}]",gpt-4o-2024-08-06,656595,Ain't Nobody - by Chaka Khan
"[{'name': 'playlist_name', 'value': 'Old school'}, {'name': 'song_3', 'value': 'Rock with You - Single Version - by Michael Jackson'}, {'name': 'song_1', 'value': 'Return Of The Mack - C & J Street Mix - by Mark Morrison'}, {'name': 'song_2', 'value': ""Sunshine - by Alexander O'Neal""}, {'name': 'song_4', 'value': 'Your Smile - 12"" Mix - by Rene & Angela'}, {'name': 'song_5', 'value': 'Happy - by Surface'}]",gpt-4o-2024-08-06,656595,Blinding Lights - by The Weeknd
"[{'name': 'playlist_name', 'value': 'Old school'}, {'name': 'song_3', 'value': 'Rock with You - Single Version - by Michael Jackson'}, {'name': 'song_1', 'value': 'Return Of The Mack - C & J Street Mix - by Mark Morrison'}, {'name': 'song_2', 'value': ""Sunshine - by Alexander O'Neal""}, {'name': 'song_4', 'value': 'Your Smile - 12"" Mix - by Rene & Angela'}, {'name': 'song_5', 'value': 'Happy - by Surface'}]",gpt-4o-2024-08-06,656595,Never Too Much - by Luther Vandross
"[{'name': 'playlist_name', 'value': 'Old school'}, {'name': 'song_3', 'value': 'Rock with You - Single Version - by Michael Jackson'}, {'name': 'song_1', 'value': 'Return Of The Mack - C & J Street Mix - by Mark Morrison'}, {'name': 'song_2', 'value': ""Sunshine - by Alexander O'Neal""}, {'name': 'song_4', 'value': 'Your Smile - 12"" Mix - by Rene & Angela'}, {'name': 'song_5', 'value': 'Happy - by Surface'}]",gpt-4o-2024-08-06,656595,Shape of You - by Ed Sheeran
"[{'name': 'playlist_name', 'value': 'throwback'}, {'name': 'song_1', 'value': 'I Gotta Feeling - by The Black Eyed Peas'}, {'name': 'song_2', 'value': ""Hips Don't Lie - by Shakira""}, {'name': 'song_3', 'value': 'TiK ToK - by Kesha'}, {'name': 'song_4', 'value': 'Call Me Maybe - by Carly Rae Jepsen'}, {'name': 'song_5', 'value': 'Happy - From ""Despicable Me 2"" - by Pharrell Williams'}]",gpt-4o-2024-08-06,659472,Blinding Lights - by The Weeknd
"[{'name': 'song_1', 'value': 'I Gotta Feeling - by The Black Eyed Peas'}, {'name': 'song_3', 'value': 'TiK ToK - by Kesha'}, {'name': 'song_4', 'value': 'Call Me Maybe - by Carly Rae Jepsen'}, {'name': 'song_5', 'value': 'Happy - From ""Despicable Me 2"" - by Pharrell Williams'}, {'name': 'song_2', 'value': ""Hips Don't Lie - by Shakira""}, {'name': 'playlist_name', 'value': 'throwback'}]",gpt-4o-2024-08-06,659472,Bohemian Rhapsody - by Queen
"[{'name': 'playlist_name', 'value': 'throwback'}, {'name': 'song_3', 'value': 'TiK ToK - by Kesha'}, {'name': 'song_1', 'value': 'I Gotta Feeling - by The Black Eyed Peas'}, {'name': 'song_2', 'value': ""Hips Don't Lie - by Shakira""}, {'name': 'song_4', 'value': 'Call Me Maybe - by Carly Rae Jepsen'}, {'name': 'song_5', 'value': 'Happy - From ""Despicable Me 2"" - by Pharrell Williams'}]",gpt-4o-2024-08-06,659472,Just Dance - by Lady Gaga
"[{'name': 'playlist_name', 'value': 'throwback'}, {'name': 'song_3', 'value': 'TiK ToK - by Kesha'}, {'name': 'song_1', 'value': 'I Gotta Feeling - by The Black Eyed Peas'}, {'name': 'song_4', 'value': 'Call Me Maybe - by Carly Rae Jepsen'}, {'name': 'song_2', 'value': ""Hips Don't Lie - by Shakira""}, {'name': 'song_5', 'value': 'Happy - From ""Despicable Me 2"" - by Pharrell Williams'}]",gpt-4o-2024-08-06,659472,Party in the USA - by Miley Cyrus
"[{'name': 'song_1', 'value': 'Lessons - by Millyz'}, {'name': 'song_3', 'value': 'Elm Street - by Jimmy Wopo'}, {'name': 'playlist_name', 'value': 'Low Key'}, {'name': 'song_2', 'value': 'Golden God - by Machine Gun Kelly'}, {'name': 'song_4', 'value': 'No Delay - by Troy Ave'}, {'name': 'song_5', 'value': 'Busta Rhymes - by Montana of 300'}]",gpt-4o-2024-08-06,689590,Dreams and Nightmares - by Meek Mill
"[{'name': 'song_1', 'value': 'Lessons - by Millyz'}, {'name': 'song_2', 'value': 'Golden God - by Machine Gun Kelly'}, {'name': 'song_3', 'value': 'Elm Street - by Jimmy Wopo'}, {'name': 'song_5', 'value': 'Busta Rhymes - by Montana of 300'}, {'name': 'song_4', 'value': 'No Delay - by Troy Ave'}, {'name': 'playlist_name', 'value': 'Low Key'}]",gpt-4o-2024-08-06,689590,Happy - by Pharrell Williams
"[{'name': 'song_1', 'value': 'Lessons - by Millyz'}, {'name': 'song_2', 'value': 'Golden God - by Machine Gun Kelly'}, {'name': 'playlist_name', 'value': 'Low Key'}, {'name': 'song_3', 'value': 'Elm Street - by Jimmy Wopo'}, {'name': 'song_4', 'value': 'No Delay - by Troy Ave'}, {'name': 'song_5', 'value': 'Busta Rhymes - by Montana of 300'}]",gpt-4o-2024-08-06,689590,Hustle Hard - by Ace Hood
"[{'name': 'playlist_name', 'value': 'Low Key'}, {'name': 'song_1', 'value': 'Lessons - by Millyz'}, {'name': 'song_2', 'value': 'Golden God - by Machine Gun Kelly'}, {'name': 'song_3', 'value': 'Elm Street - by Jimmy Wopo'}, {'name': 'song_4', 'value': 'No Delay - by Troy Ave'}, {'name': 'song_5', 'value': 'Busta Rhymes - by Montana of 300'}]",gpt-4o-2024-08-06,689590,Shape of You - by Ed Sheeran
"[{'name': 'playlist_name', 'value': 'Upbeat'}, {'name': 'song_1', 'value': 'Happy - by C2C'}, {'name': 'song_2', 'value': '40 Watt - by ELEL'}, {'name': 'song_3', 'value': 'Come Back To Me - by Urban Cone'}, {'name': 'song_4', 'value': 'Love Me Back - by LunchMoney Lewis'}, {'name': 'song_5', 'value': 'Paris - by Magic Man'}]",gpt-4o-2024-08-06,693751,Feel It Still - by Portugal. The Man
"[{'name': 'playlist_name', 'value': 'Upbeat'}, {'name': 'song_1', 'value': 'Happy - by C2C'}, {'name': 'song_2', 'value': '40 Watt - by ELEL'}, {'name': 'song_5', 'value': 'Paris - by Magic Man'}, {'name': 'song_3', 'value': 'Come Back To Me - by Urban Cone'}, {'name': 'song_4', 'value': 'Love Me Back - by LunchMoney Lewis'}]",gpt-4o-2024-08-06,693751,Shut Up and Dance - by WALK THE MOON
"[{'name': 'playlist_name', 'value': 'Upbeat'}, {'name': 'song_1', 'value': 'Happy - by C2C'}, {'name': 'song_2', 'value': '40 Watt - by ELEL'}, {'name': 'song_3', 'value': 'Come Back To Me - by Urban Cone'}, {'name': 'song_4', 'value': 'Love Me Back - by LunchMoney Lewis'}, {'name': 'song_5', 'value': 'Paris - by Magic Man'}]",gpt-4o-2024-08-06,693751,Someone Like You - by Adele
"[{'name': 'playlist_name', 'value': 'Upbeat'}, {'name': 'song_1', 'value': 'Happy - by C2C'}, {'name': 'song_4', 'value': 'Love Me Back - by LunchMoney Lewis'}, {'name': 'song_2', 'value': '40 Watt - by ELEL'}, {'name': 'song_3', 'value': 'Come Back To Me - by Urban Cone'}, {'name': 'song_5', 'value': 'Paris - by Magic Man'}]",gpt-4o-2024-08-06,693751,The Sound of Silence - by Simon & Garfunkel
"[{'name': 'song_1', 'value': 'Again - by Fetty Wap'}, {'name': 'song_2', 'value': 'Malibu - by Miley Cyrus'}, {'name': 'song_4', 'value': 'Chandelier - by Sia'}, {'name': 'song_5', 'value': 'Cheap Thrills - by Sia'}, {'name': 'song_3', 'value': 'Love Yourself vs F*CK Yourself - Love Yourself Response - by Yo Preston'}, {'name': 'playlist_name', 'value': 'Playlist'}]",gpt-4o-2024-08-06,699107,Bohemian Rhapsody - by Queen
"[{'name': 'song_1', 'value': 'Again - by Fetty Wap'}, {'name': 'song_4', 'value': 'Chandelier - by Sia'}, {'name': 'song_5', 'value': 'Cheap Thrills - by Sia'}, {'name': 'song_2', 'value': 'Malibu - by Miley Cyrus'}, {'name': 'song_3', 'value': 'Love Yourself vs F*CK Yourself - Love Yourself Response - by Yo Preston'}, {'name': 'playlist_name', 'value': 'Playlist'}]",gpt-4o-2024-08-06,699107,See You Again - by Wiz Khalifa ft. Charlie Puth
"[{'name': 'song_4', 'value': 'Chandelier - by Sia'}, {'name': 'song_5', 'value': 'Cheap Thrills - by Sia'}, {'name': 'song_2', 'value': 'Malibu - by Miley Cyrus'}, {'name': 'song_1', 'value': 'Again - by Fetty Wap'}, {'name': 'song_3', 'value': 'Love Yourself vs F*CK Yourself - Love Yourself Response - by Yo Preston'}, {'name': 'playlist_name', 'value': 'Playlist'}]",gpt-4o-2024-08-06,699107,Stay - by Zedd & Alessia Cara
"[{'name': 'song_1', 'value': 'Again - by Fetty Wap'}, {'name': 'song_4', 'value': 'Chandelier - by Sia'}, {'name': 'song_5', 'value': 'Cheap Thrills - by Sia'}, {'name': 'song_2', 'value': 'Malibu - by Miley Cyrus'}, {'name': 'song_3', 'value': 'Love Yourself vs F*CK Yourself - Love Yourself Response - by Yo Preston'}, {'name': 'playlist_name', 'value': 'Playlist'}]",gpt-4o-2024-08-06,699107,Take Five - by The Dave Brubeck Quartet
"[{'name': 'playlist_name', 'value': 'workout'}, {'name': 'song_4', 'value': 'Lean On (feat. MØ & DJ Snake) - by Major Lazer'}, {'name': 'song_3', 'value': 'Express Yourself - feat. Nicky Da B - by Diplo'}, {'name': 'song_1', 'value': 'Middle - by DJ Snake'}, {'name': 'song_5', 'value': 'I Took A Pill In Ibiza - Seeb Remix - by Mike Posner'}, {'name': 'song_2', 'value': 'Sex - by Cheat Codes'}]",gpt-4o-2024-08-06,701065,Can't Stop the Feeling! - by Justin Timberlake
"[{'name': 'playlist_name', 'value': 'workout'}, {'name': 'song_1', 'value': 'Middle - by DJ Snake'}, {'name': 'song_2', 'value': 'Sex - by Cheat Codes'}, {'name': 'song_3', 'value': 'Express Yourself - feat. Nicky Da B - by Diplo'}, {'name': 'song_4', 'value': 'Lean On (feat. MØ & DJ Snake) - by Major Lazer'}, {'name': 'song_5', 'value': 'I Took A Pill In Ibiza - Seeb Remix - by Mike Posner'}]",gpt-4o-2024-08-06,701065,Someone Like You - by Adele
"[{'name': 'playlist_name', 'value': 'workout'}, {'name': 'song_1', 'value': 'Middle - by DJ Snake'}, {'name': 'song_2', 'value': 'Sex - by Cheat Codes'}, {'name': 'song_3', 'value': 'Express Yourself - feat. Nicky Da B - by Diplo'}, {'name': 'song_4', 'value': 'Lean On (feat. MØ & DJ Snake) - by Major Lazer'}, {'name': 'song_5', 'value': 'I Took A Pill In Ibiza - Seeb Remix - by Mike Posner'}]",gpt-4o-2024-08-06,701065,The Sound of Silence - by Simon & Garfunkel
"[{'name': 'playlist_name', 'value': 'workout'}, {'name': 'song_1', 'value': 'Middle - by DJ Snake'}, {'name': 'song_4', 'value': 'Lean On (feat. MØ & DJ Snake) - by Major Lazer'}, {'name': 'song_3', 'value': 'Express Yourself - feat. Nicky Da B - by Diplo'}, {'name': 'song_2', 'value': 'Sex - by Cheat Codes'}, {'name': 'song_5', 'value': 'I Took A Pill In Ibiza - Seeb Remix - by Mike Posner'}]",gpt-4o-2024-08-06,701065,"Turn Down for What - by DJ Snake, Lil Jon"
"[{'name': 'playlist_name', 'value': 'Work Out'}, {'name': 'song_1', 'value': 'Holy Diver - by Killswitch Engage'}, {'name': 'song_4', 'value': 'Still Waiting - by Sum 41'}, {'name': 'song_3', 'value': 'All Downhill From Here - by New Found Glory'}, {'name': 'song_5', 'value': 'My Friends Over You - by New Found Glory'}, {'name': 'song_2', 'value': 'Ashes - by Pepper'}]",gpt-4o-2024-08-06,727748,Clair de Lune - by Claude Debussy
"[{'name': 'song_4', 'value': 'Still Waiting - by Sum 41'}, {'name': 'playlist_name', 'value': 'Work Out'}, {'name': 'song_3', 'value': 'All Downhill From Here - by New Found Glory'}, {'name': 'song_5', 'value': 'My Friends Over You - by New Found Glory'}, {'name': 'song_1', 'value': 'Holy Diver - by Killswitch Engage'}, {'name': 'song_2', 'value': 'Ashes - by Pepper'}]",gpt-4o-2024-08-06,727748,Fat Lip - by Sum 41
"[{'name': 'playlist_name', 'value': 'Work Out'}, {'name': 'song_1', 'value': 'Holy Diver - by Killswitch Engage'}, {'name': 'song_4', 'value': 'Still Waiting - by Sum 41'}, {'name': 'song_3', 'value': 'All Downhill From Here - by New Found Glory'}, {'name': 'song_5', 'value': 'My Friends Over You - by New Found Glory'}, {'name': 'song_2', 'value': 'Ashes - by Pepper'}]",gpt-4o-2024-08-06,727748,Someone Like You - by Adele
"[{'name': 'song_3', 'value': 'All Downhill From Here'}, {'name': 'song_4', 'value': 'Still Waiting'}, {'name': 'playlist_name', 'value': 'Work Out'}, {'name': 'song_5', 'value': 'My Friends Over You'}, {'name': 'song_1', 'value': 'Holy Diver'}, {'name': 'song_2', 'value': 'Ashes'}]",gpt-4o-2024-08-06,727748,The Anthem - by Good Charlotte
"[{'name': 'song_1', 'value': 'Throne - by Bring Me The Horizon'}, {'name': 'song_2', 'value': 'Drown - by Bring Me The Horizon'}, {'name': 'song_3', 'value': 'Can You Feel My Heart - by Bring Me The Horizon'}, {'name': 'song_4', 'value': 'Happy Song - by Bring Me The Horizon'}, {'name': 'song_5', 'value': 'In The End - by Black Veil Brides'}, {'name': 'playlist_name', 'value': 'hell yeah'}]",gpt-4o-2024-08-06,727909,Blinding Lights - by The Weeknd
"[{'name': 'song_5', 'value': 'In The End - by Black Veil Brides'}, {'name': 'playlist_name', 'value': 'hell yeah'}, {'name': 'song_1', 'value': 'Throne - by Bring Me The Horizon'}, {'name': 'song_2', 'value': 'Drown - by Bring Me The Horizon'}, {'name': 'song_3', 'value': 'Can You Feel My Heart - by Bring Me The Horizon'}, {'name': 'song_4', 'value': 'Happy Song - by Bring Me The Horizon'}]",gpt-4o-2024-08-06,727909,Fallen Angels - by Black Veil Brides
"[{'name': 'song_1', 'value': 'Throne - by Bring Me The Horizon'}, {'name': 'song_2', 'value': 'Drown - by Bring Me The Horizon'}, {'name': 'song_3', 'value': 'Can You Feel My Heart - by Bring Me The Horizon'}, {'name': 'song_4', 'value': 'Happy Song - by Bring Me The Horizon'}, {'name': 'song_5', 'value': 'In The End - by Black Veil Brides'}, {'name': 'playlist_name', 'value': 'hell yeah'}]",gpt-4o-2024-08-06,727909,Shape of You - by Ed Sheeran
